,neighbourhood_group,room_type,price,property_type,accommodates,bedrooms,bathrooms
13381,Queens,Entire home/apt,68,Entire Unit,4,1.0,1.0
13382,Brooklyn,Entire home/apt,275,Entire Unit,5,2.0,2.0
13383,Brooklyn,Entire home/apt,250,Entire Unit,4,2.0,1.0
13385,Manhattan,Entire home/apt,314,Entire Unit,2,1.0,1.0
13387,Brooklyn,Private room,50,Private Room,1,1.0,1.0
13388,Manhattan,Entire home/apt,180,Entire Unit,2,1.0,1.0
13389,Bronx,Private room,40,Private Room,2,1.0,1.0
13390,Manhattan,Entire home/apt,235,Entire Unit,2,1.0,1.0
13391,Queens,Private room,41,Entire Unit,4,2.0,1.0
13392,Brooklyn,Entire home/apt,120,Entire Unit,5,2.0,1.0
13393,Queens,Private room,55,Private Room,2,1.0,2.0
13394,Queens,Shared room,51,Private Room,2,1.0,1.0
13395,Brooklyn,Private room,99,Private Room,4,1.0,2.0
13396,Queens,Private room,32,Private Room,1,1.0,1.0
13397,Queens,Private room,35,Private Room,3,1.0,1.0
13398,Brooklyn,Private room,75,Private Room,2,1.0,1.0
13399,Brooklyn,Entire home/apt,175,Entire Unit,3,1.0,1.0
13401,Queens,Private room,29,Private Room,1,1.0,1.0
13402,Brooklyn,Private room,90,Private Room,2,1.0,1.0
13404,Queens,Private room,50,Private Room,2,1.0,1.0
13405,Manhattan,Private room,85,Private Room,2,1.0,1.0
13406,Manhattan,Private room,80,Private Room,2,1.0,1.0
13408,Manhattan,Private room,175,Private Room,2,0.0,1.0
13410,Manhattan,Entire home/apt,80,Private Room,2,1.0,1.0
13412,Brooklyn,Private room,70,Private Room,2,1.0,1.0
13413,Bronx,Entire home/apt,84,Entire Unit,1,0.0,1.0
13415,Brooklyn,Private room,48,Private Room,2,1.0,2.0
13417,Brooklyn,Private room,45,Private Room,2,1.0,2.0
13418,Brooklyn,Private room,50,Private Room,2,1.0,2.0
13419,Queens,Private room,40,Private Room,2,1.0,1.0
13421,Queens,Private room,65,Private Room,3,2.0,2.0
13423,Manhattan,Private room,65,Private Room,1,1.0,1.0
13424,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
13425,Brooklyn,Private room,82,Entire Unit,3,2.0,1.0
13426,Brooklyn,Private room,80,Private Room,2,1.0,1.0
13427,Manhattan,Entire home/apt,125,Entire Unit,4,2.0,1.0
13428,Manhattan,Private room,45,Private Room,1,1.0,1.0
13429,Manhattan,Private room,140,Private Room,1,1.0,1.0
13430,Manhattan,Entire home/apt,175,Entire Unit,2,1.0,1.0
13432,Queens,Private room,46,Private Room,1,1.0,1.0
13435,Manhattan,Entire home/apt,175,Entire Unit,3,1.0,1.0
13436,Queens,Private room,80,Private Room,1,1.0,1.0
13437,Brooklyn,Entire home/apt,134,Entire Unit,2,1.0,1.0
13438,Brooklyn,Private room,55,Private Room,1,1.0,1.0
13439,Brooklyn,Entire home/apt,160,Entire Unit,2,1.0,1.0
13440,Queens,Entire home/apt,128,Entire Unit,3,1.0,1.0
13441,Manhattan,Entire home/apt,250,Entire Unit,5,2.0,1.0
13442,Queens,Private room,45,Private Room,1,1.0,1.0
13443,Brooklyn,Entire home/apt,100,Entire Unit,3,1.0,1.0
13445,Queens,Private room,105,Private Room,1,1.0,1.0
13446,Brooklyn,Entire home/apt,80,Entire Unit,2,1.0,1.0
13447,Queens,Private room,70,Private Room,1,1.0,1.0
13448,Bronx,Private room,38,Private Room,1,1.0,1.0
13449,Manhattan,Entire home/apt,295,Entire Unit,5,1.0,1.0
13450,Brooklyn,Entire home/apt,120,Entire Unit,2,1.0,1.0
13453,Queens,Private room,90,Private Room,2,1.0,1.0
13454,Queens,Private room,68,Private Room,2,1.0,2.0
13455,Brooklyn,Entire home/apt,105,Entire Unit,2,1.0,1.0
13456,Manhattan,Entire home/apt,200,Entire Unit,3,1.0,1.0
13457,Brooklyn,Entire home/apt,215,Entire Unit,5,2.0,1.0
13458,Queens,Private room,150,Private Room,2,1.0,1.5
13460,Brooklyn,Entire home/apt,80,Entire Unit,4,1.0,1.0
13461,Brooklyn,Entire home/apt,175,Entire Unit,2,0.0,1.0
13462,Brooklyn,Private room,70,Private Room,2,1.0,1.0
13463,Brooklyn,Private room,90,Private Room,1,1.0,1.0
13465,Manhattan,Private room,115,Private Room,2,2.0,1.0
13468,Brooklyn,Entire home/apt,140,Entire Unit,6,2.0,1.0
13469,Brooklyn,Entire home/apt,275,Entire Unit,5,3.0,2.0
13470,Queens,Entire home/apt,99,Entire Unit,2,1.0,1.0
13471,Queens,Private room,79,Private Room,4,1.0,1.0
13473,Brooklyn,Private room,150,Private Room,2,0.0,1.0
13474,Brooklyn,Entire home/apt,120,Entire Unit,4,1.0,1.0
13475,Manhattan,Private room,250,Private Room,2,1.0,1.0
13476,Bronx,Private room,48,Private Room,2,1.0,1.5
13478,Brooklyn,Entire home/apt,185,Entire Unit,4,2.0,1.0
13479,Manhattan,Private room,50,Private Room,2,1.0,1.0
13485,Manhattan,Entire home/apt,125,Entire Unit,2,0.0,1.0
13486,Queens,Private room,87,Private Room,2,1.0,1.5
13487,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
13488,Brooklyn,Entire home/apt,200,Entire Unit,4,2.0,1.0
13490,Brooklyn,Private room,79,Private Room,1,1.0,1.0
13491,Bronx,Entire home/apt,100,Entire Unit,4,2.0,1.0
13492,Brooklyn,Private room,53,Private Room,2,1.0,1.0
13493,Brooklyn,Private room,53,Private Room,2,1.0,1.0
13494,Brooklyn,Private room,43,Private Room,2,1.0,1.0
13495,Manhattan,Entire home/apt,159,Entire Unit,4,1.0,1.5
13496,Manhattan,Private room,110,Private Room,4,0.0,1.0
13499,Brooklyn,Private room,45,Private Room,2,1.0,1.0
13500,Brooklyn,Entire home/apt,115,Entire Unit,4,2.0,1.0
13502,Brooklyn,Entire home/apt,180,Entire Unit,5,2.0,1.0
13503,Manhattan,Private room,80,Private Room,2,1.0,1.0
13504,Brooklyn,Entire home/apt,86,Entire Unit,2,0.0,1.0
13506,Brooklyn,Entire home/apt,96,Entire Unit,4,1.0,1.0
13507,Queens,Entire home/apt,150,Entire Unit,4,1.0,1.0
13508,Queens,Entire home/apt,150,Entire Unit,2,1.0,1.0
13509,Brooklyn,Entire home/apt,90,Entire Unit,6,1.0,1.0
13510,Manhattan,Entire home/apt,244,Entire Unit,2,1.0,1.0
13511,Manhattan,Entire home/apt,200,Entire Unit,4,1.0,1.0
13512,Manhattan,Private room,150,Private Room,2,1.0,1.0
13513,Brooklyn,Private room,62,Entire Unit,2,2.0,1.0
13515,Manhattan,Entire home/apt,145,Entire Unit,2,1.0,1.0
13516,Brooklyn,Private room,45,Private Room,2,1.0,1.0
13517,Queens,Private room,90,Private Room,1,1.0,1.0
13518,Queens,Private room,65,Private Room,2,1.0,1.0
13520,Brooklyn,Private room,60,Private Room,2,1.0,2.0
13521,Queens,Private room,90,Private Room,2,1.0,1.0
13522,Brooklyn,Entire home/apt,88,Entire Unit,2,0.0,1.0
13523,Brooklyn,Entire home/apt,175,Entire Unit,5,2.0,1.0
13524,Brooklyn,Entire home/apt,100,Entire Unit,3,0.0,1.0
13526,Brooklyn,Entire home/apt,90,Entire Unit,2,0.0,1.0
13527,Manhattan,Private room,100,Entire Unit,2,1.0,1.0
13528,Brooklyn,Private room,47,Private Room,2,1.0,1.0
13530,Queens,Entire home/apt,150,Entire Unit,2,1.0,1.0
13531,Manhattan,Private room,66,Private Room,2,1.0,1.0
13532,Brooklyn,Private room,95,Private Room,2,1.0,1.0
13534,Brooklyn,Entire home/apt,250,Entire Unit,5,1.0,1.0
13540,Brooklyn,Private room,98,Private Room,1,1.0,1.0
13541,Queens,Private room,50,Private Room,2,1.0,1.0
13544,Queens,Private room,44,Private Room,2,1.0,1.0
13545,Brooklyn,Private room,79,Private Room,1,1.0,1.0
13547,Manhattan,Entire home/apt,259,Entire Unit,2,1.0,1.0
13548,Manhattan,Private room,57,Private Room,1,1.0,1.0
13550,Queens,Entire home/apt,89,Entire Unit,2,1.0,1.0
13552,Brooklyn,Private room,45,Private Room,2,1.0,0.0
13554,Queens,Private room,49,Private Room,1,1.0,1.0
13555,Manhattan,Private room,85,Private Room,2,1.0,1.0
13556,Manhattan,Entire home/apt,199,Shared Room,4,1.0,1.0
13557,Queens,Private room,65,Private Room,2,1.0,1.0
13558,Queens,Private room,41,Private Room,1,1.0,1.0
13559,Queens,Private room,65,Private Room,1,1.0,1.0
13561,Manhattan,Private room,165,Private Room,4,1.0,1.0
13563,Brooklyn,Entire home/apt,130,Entire Unit,2,1.0,1.0
13564,Brooklyn,Private room,65,Private Room,2,1.0,1.0
13565,Queens,Private room,49,Private Room,2,1.0,1.0
13568,Manhattan,Private room,329,Room In,4,1.0,1.0
13570,Queens,Private room,45,Private Room,2,1.0,1.0
13571,Brooklyn,Private room,45,Private Room,1,1.0,1.0
13572,Brooklyn,Private room,36,Private Room,2,1.0,1.5
13574,Queens,Private room,65,Private Room,2,1.0,1.0
13576,Queens,Entire home/apt,185,Entire Unit,6,2.0,1.0
13577,Staten Island,Entire home/apt,62,Entire Unit,1,0.0,1.0
13578,Manhattan,Entire home/apt,150,Entire Unit,2,0.0,0.0
13582,Brooklyn,Entire home/apt,105,Entire Unit,2,1.0,1.0
13586,Queens,Private room,39,Private Room,1,1.0,1.0
13588,Manhattan,Private room,299,Room In,3,1.0,1.0
13589,Brooklyn,Entire home/apt,150,Entire Unit,3,2.0,1.0
13590,Brooklyn,Entire home/apt,225,Entire Unit,3,1.0,1.0
13591,Manhattan,Entire home/apt,117,Entire Unit,2,0.0,1.0
13592,Queens,Entire home/apt,20,Entire Unit,2,1.0,1.0
13593,Brooklyn,Entire home/apt,150,Entire Unit,3,1.0,1.0
13595,Manhattan,Private room,295,Private Room,6,2.0,1.0
13598,Manhattan,Entire home/apt,120,Entire Unit,1,1.0,1.0
13599,Manhattan,Entire home/apt,220,Entire Unit,4,0.0,1.0
13602,Brooklyn,Private room,80,Private Room,2,1.0,1.0
13603,Brooklyn,Entire home/apt,128,Entire Unit,4,1.0,1.0
13604,Staten Island,Private room,80,Private Room,2,1.0,1.0
13605,Manhattan,Entire home/apt,120,Entire Unit,2,1.0,1.0
13607,Queens,Private room,75,Private Room,2,1.0,1.0
13608,Brooklyn,Private room,31,Private Room,2,1.0,1.0
13609,Brooklyn,Entire home/apt,75,Entire Unit,3,1.0,1.0
13610,Manhattan,Entire home/apt,150,Entire Unit,2,1.0,1.0
13611,Manhattan,Entire home/apt,200,Entire Unit,4,1.0,1.0
13613,Brooklyn,Entire home/apt,210,Entire Unit,4,1.0,1.0
13614,Manhattan,Private room,89,Entire Unit,6,3.0,1.0
13615,Manhattan,Private room,89,Private Room,2,1.0,1.0
13616,Manhattan,Entire home/apt,135,Entire Unit,4,1.0,1.0
13619,Queens,Entire home/apt,90,Entire Unit,4,1.0,1.0
13620,Brooklyn,Entire home/apt,60,Entire Unit,2,0.0,1.0
13621,Brooklyn,Private room,85,Private Room,2,1.0,1.0
13623,Brooklyn,Private room,58,Private Room,3,1.0,1.0
13625,Manhattan,Entire home/apt,260,Entire Unit,6,0.0,1.0
13626,Queens,Entire home/apt,73,Entire Unit,2,1.0,1.0
13627,Brooklyn,Entire home/apt,81,Entire Unit,3,1.0,1.0
13628,Brooklyn,Private room,98,Entire Unit,6,2.0,1.0
13630,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,1.0
13631,Brooklyn,Entire home/apt,85,Entire Unit,2,0.0,1.0
13634,Brooklyn,Private room,45,Private Room,1,1.0,1.0
13635,Brooklyn,Entire home/apt,200,Entire Unit,2,0.0,1.0
13636,Queens,Entire home/apt,100,Entire Unit,2,1.0,1.0
13637,Staten Island,Entire home/apt,140,Entire Unit,5,2.0,1.0
13638,Manhattan,Entire home/apt,195,Entire Unit,2,1.0,1.0
13639,Brooklyn,Entire home/apt,165,Private Room,6,2.0,1.0
13640,Brooklyn,Entire home/apt,250,Entire Unit,2,1.0,1.0
13641,Brooklyn,Entire home/apt,200,Entire Unit,2,1.0,1.0
13642,Brooklyn,Entire home/apt,93,Entire Unit,3,1.0,1.0
13643,Brooklyn,Private room,70,Private Room,1,1.0,1.0
13646,Manhattan,Entire home/apt,189,Entire Unit,4,1.0,1.0
13648,Brooklyn,Private room,45,Private Room,2,1.0,1.0
13650,Brooklyn,Private room,45,Private Room,2,1.0,1.0
13651,Manhattan,Private room,103,Entire Unit,2,1.0,1.0
13652,Queens,Entire home/apt,115,Entire Unit,4,2.0,1.0
13653,Brooklyn,Private room,85,Entire Unit,6,2.0,1.0
13654,Manhattan,Entire home/apt,229,Entire Unit,4,1.0,1.0
13655,Brooklyn,Entire home/apt,108,Entire Unit,2,1.0,1.0
13656,Staten Island,Entire home/apt,109,Entire Unit,5,3.0,1.0
13657,Manhattan,Entire home/apt,150,Entire Unit,2,1.0,1.0
13658,Brooklyn,Entire home/apt,130,Entire Unit,2,2.0,1.0
13660,Brooklyn,Entire home/apt,79,Entire Unit,3,0.0,1.0
13661,Brooklyn,Private room,70,Entire Unit,3,1.0,1.0
13662,Bronx,Private room,75,Private Room,1,1.0,1.0
13663,Brooklyn,Entire home/apt,115,Entire Unit,7,2.0,1.0
13664,Brooklyn,Private room,45,Private Room,1,1.0,1.0
13665,Brooklyn,Entire home/apt,100,Entire Unit,4,1.0,1.0
13666,Brooklyn,Entire home/apt,120,Entire Unit,3,1.0,1.0
13667,Manhattan,Private room,191,Room In,2,1.0,1.0
13670,Manhattan,Entire home/apt,155,Entire Unit,2,0.0,1.0
13671,Queens,Entire home/apt,80,Entire Unit,2,1.0,1.0
13672,Brooklyn,Private room,85,Private Room,2,1.0,1.5
13676,Brooklyn,Entire home/apt,135,Entire Unit,2,1.0,1.0
13677,Manhattan,Entire home/apt,130,Entire Unit,2,1.0,1.0
13679,Brooklyn,Entire home/apt,250,Entire Unit,6,3.0,1.0
13680,Manhattan,Private room,250,Private Room,2,1.0,1.0
13681,Manhattan,Private room,180,Entire Unit,2,0.0,1.0
13683,Queens,Private room,45,Private Room,2,1.0,1.0
13684,Brooklyn,Entire home/apt,85,Entire Unit,3,1.0,1.0
13685,Queens,Private room,110,Private Room,2,1.0,1.0
13686,Manhattan,Private room,68,Private Room,2,1.0,1.0
13688,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,1.0
13689,Bronx,Entire home/apt,55,Entire Unit,2,1.0,1.0
13690,Manhattan,Entire home/apt,200,Entire Unit,4,1.0,2.0
13691,Queens,Private room,38,Private Room,1,1.0,1.0
13692,Manhattan,Private room,80,Private Room,2,1.0,1.0
13693,Brooklyn,Entire home/apt,81,Entire Unit,2,0.0,1.0
13695,Manhattan,Entire home/apt,200,Entire Unit,2,1.0,1.0
13697,Brooklyn,Entire home/apt,175,Entire Unit,4,2.0,1.0
13698,Brooklyn,Entire home/apt,160,Entire Unit,4,1.0,1.0
13699,Manhattan,Entire home/apt,202,Entire Unit,6,2.0,2.0
13700,Brooklyn,Entire home/apt,165,Entire Unit,6,2.0,1.0
13701,Brooklyn,Private room,60,Private Room,2,1.0,1.0
13702,Brooklyn,Private room,60,Private Room,4,2.0,1.0
13703,Brooklyn,Entire home/apt,75,Entire Unit,2,0.0,1.0
13705,Manhattan,Private room,107,Room In,2,1.0,1.0
13708,Manhattan,Entire home/apt,99,Entire Unit,3,0.0,1.0
13710,Brooklyn,Entire home/apt,70,Entire Unit,2,0.0,1.0
13712,Queens,Private room,69,Private Room,2,1.0,1.0
13715,Bronx,Private room,49,Private Room,3,1.0,1.0
13717,Bronx,Entire home/apt,130,Entire Unit,6,2.0,1.0
13720,Manhattan,Entire home/apt,195,Entire Unit,5,2.0,1.0
13721,Brooklyn,Entire home/apt,150,Entire Unit,7,2.0,2.5
13722,Manhattan,Entire home/apt,190,Entire Unit,4,0.0,1.0
13723,Brooklyn,Entire home/apt,110,Entire Unit,4,1.0,1.0
13728,Manhattan,Private room,175,Private Room,3,1.0,1.0
13730,Manhattan,Entire home/apt,300,Entire Unit,4,2.0,2.0
13732,Manhattan,Private room,249,Room In,3,1.0,1.0
13734,Manhattan,Entire home/apt,75,Entire Unit,4,2.0,1.0
13735,Brooklyn,Private room,50,Private Room,1,1.0,1.0
13736,Brooklyn,Private room,46,Private Room,1,1.0,1.0
13737,Brooklyn,Private room,35,Private Room,1,1.0,1.0
13738,Brooklyn,Entire home/apt,130,Entire Unit,2,1.0,1.0
13739,Bronx,Shared room,45,Shared Room,2,1.0,1.0
13740,Queens,Entire home/apt,105,Entire Unit,5,2.0,1.0
13742,Brooklyn,Entire home/apt,125,Entire Unit,5,3.0,1.0
13743,Brooklyn,Private room,110,Private Room,2,1.0,1.5
13746,Manhattan,Entire home/apt,175,Entire Unit,2,1.0,1.0
13747,Queens,Private room,30,Private Room,1,1.0,1.0
13748,Manhattan,Private room,233,Room In,2,1.0,1.0
13749,Manhattan,Private room,233,Room In,2,1.0,1.0
13752,Manhattan,Entire home/apt,276,Room In,4,0.0,1.0
13753,Manhattan,Entire home/apt,276,Room In,2,0.0,1.0
13754,Manhattan,Entire home/apt,276,Room In,4,0.0,1.0
13756,Brooklyn,Entire home/apt,162,Entire Unit,5,0.0,1.0
13758,Queens,Entire home/apt,100,Entire Unit,2,0.0,1.0
13759,Brooklyn,Entire home/apt,140,Entire Unit,5,3.0,2.0
13760,Queens,Private room,40,Private Room,1,1.0,1.0
13761,Manhattan,Private room,199,Private Room,4,1.0,1.0
13763,Brooklyn,Private room,50,Entire Unit,3,1.0,1.0
13764,Queens,Entire home/apt,113,Entire Unit,4,1.0,1.0
13765,Queens,Entire home/apt,170,Entire Unit,4,2.0,1.0
13766,Brooklyn,Entire home/apt,120,Entire Unit,3,1.0,1.0
13768,Brooklyn,Private room,125,Private Room,2,1.0,1.0
13769,Brooklyn,Private room,90,Private Room,2,1.0,1.0
13772,Manhattan,Entire home/apt,98,Entire Unit,2,0.0,1.0
13773,Manhattan,Entire home/apt,98,Entire Unit,1,0.0,1.0
13775,Queens,Private room,65,Private Room,2,1.0,1.0
13776,Brooklyn,Entire home/apt,200,Entire Unit,3,1.0,2.0
13779,Manhattan,Private room,100,Private Room,2,1.0,1.0
13780,Queens,Entire home/apt,220,Entire Unit,5,2.0,1.5
13781,Bronx,Entire home/apt,99,Entire Unit,2,0.0,1.0
13782,Manhattan,Private room,50,Private Room,1,1.0,1.0
13783,Queens,Entire home/apt,175,Entire Unit,2,0.0,1.0
13784,Brooklyn,Entire home/apt,82,Entire Unit,3,1.0,1.0
13785,Manhattan,Entire home/apt,180,Entire Unit,3,1.0,1.0
13787,Brooklyn,Entire home/apt,174,Entire Unit,7,1.0,1.0
13790,Brooklyn,Entire home/apt,75,Entire Unit,3,0.0,1.0
13791,Brooklyn,Private room,40,Private Room,2,1.0,1.0
13792,Queens,Entire home/apt,100,Entire Unit,4,1.0,1.0
13794,Brooklyn,Private room,50,Private Room,2,1.0,1.5
13795,Manhattan,Private room,107,Room In,2,1.0,1.0
13796,Manhattan,Entire home/apt,267,Entire Unit,2,1.0,1.0
13797,Brooklyn,Entire home/apt,120,Entire Unit,4,1.0,1.0
13800,Manhattan,Private room,75,Private Room,2,1.0,1.0
13802,Manhattan,Private room,159,Private Room,4,1.0,1.0
13804,Bronx,Entire home/apt,87,Entire Unit,4,1.0,1.0
13807,Manhattan,Entire home/apt,255,Entire Unit,2,1.0,1.0
13808,Manhattan,Entire home/apt,248,Entire Unit,2,1.0,1.0
13809,Manhattan,Entire home/apt,220,Entire Unit,3,0.0,1.0
13810,Queens,Entire home/apt,62,Entire Unit,4,2.0,1.0
13811,Brooklyn,Entire home/apt,135,Entire Unit,2,1.0,1.0
13812,Brooklyn,Private room,90,Private Room,2,1.0,1.0
13813,Brooklyn,Private room,35,Private Room,1,1.0,1.0
13814,Brooklyn,Entire home/apt,125,Entire Unit,6,2.0,1.0
13815,Manhattan,Entire home/apt,250,Entire Unit,4,1.0,1.5
13816,Queens,Entire home/apt,135,Entire Unit,3,1.0,1.0
13818,Queens,Private room,73,Private Room,2,1.0,1.0
13821,Brooklyn,Private room,40,Private Room,1,1.0,1.0
13824,Manhattan,Entire home/apt,170,Entire Unit,2,1.0,1.0
13827,Manhattan,Private room,179,Room In,2,1.0,1.0
13828,Manhattan,Private room,199,Room In,4,1.0,1.0
13833,Brooklyn,Entire home/apt,250,Entire Unit,5,2.0,1.0
13834,Staten Island,Entire home/apt,70,Entire Unit,4,0.0,1.0
13835,Manhattan,Private room,27,Private Room,1,1.0,1.0
13838,Manhattan,Entire home/apt,150,Entire Unit,2,1.0,1.0
13839,Queens,Entire home/apt,136,Entire Unit,5,3.0,1.0
13840,Brooklyn,Entire home/apt,250,Entire Unit,5,2.0,1.0
13842,Queens,Private room,55,Private Room,2,1.0,1.0
13843,Manhattan,Private room,129,Room In,4,1.0,1.0
13844,Queens,Entire home/apt,125,Entire Unit,2,1.0,1.0
13845,Brooklyn,Entire home/apt,98,Entire Unit,2,1.0,1.0
13847,Brooklyn,Entire home/apt,73,Entire Unit,2,1.0,1.0
13849,Manhattan,Private room,209,Room In,2,1.0,1.0
13850,Manhattan,Entire home/apt,125,Entire Unit,3,0.0,1.0
13852,Bronx,Entire home/apt,75,Entire Unit,4,1.0,1.0
13859,Manhattan,Entire home/apt,111,Entire Unit,1,0.0,1.0
13860,Manhattan,Private room,200,Private Room,1,1.0,1.0
13861,Manhattan,Entire home/apt,111,Entire Unit,1,0.0,1.0
13862,Manhattan,Private room,109,Private Room,3,1.0,2.0
13864,Queens,Entire home/apt,35,Entire Unit,2,1.0,1.0
13867,Queens,Entire home/apt,90,Entire Unit,2,1.0,1.0
13868,Brooklyn,Entire home/apt,150,Entire Unit,6,1.0,1.0
13869,Manhattan,Entire home/apt,225,Entire Unit,4,2.0,2.0
13872,Manhattan,Entire home/apt,300,Entire Unit,2,1.0,1.0
13873,Manhattan,Entire home/apt,285,Entire Unit,2,1.0,1.0
13875,Manhattan,Private room,90,Private Room,1,1.0,1.0
13876,Manhattan,Private room,199,Room In,4,1.0,1.0
13877,Manhattan,Private room,199,Room In,4,1.0,1.0
13878,Manhattan,Private room,179,Room In,2,1.0,1.0
13879,Brooklyn,Private room,75,Private Room,2,1.0,1.0
13880,Manhattan,Private room,95,Private Room,2,1.0,1.0
13881,Queens,Entire home/apt,72,Entire Unit,2,1.0,1.0
13882,Brooklyn,Private room,112,Private Room,4,1.0,1.0
13884,Brooklyn,Private room,50,Private Room,2,1.0,1.0
13885,Manhattan,Entire home/apt,133,Entire Unit,2,1.0,1.0
13887,Manhattan,Entire home/apt,135,Entire Unit,3,1.0,1.0
13889,Brooklyn,Entire home/apt,120,Entire Unit,4,1.0,1.0
13891,Queens,Entire home/apt,59,Entire Unit,2,1.0,1.0
13895,Manhattan,Entire home/apt,303,Entire Unit,2,0.0,1.0
13896,Brooklyn,Entire home/apt,220,Entire Unit,2,1.0,1.0
13897,Manhattan,Private room,127,Private Room,2,1.0,1.0
13898,Manhattan,Private room,107,Room In,2,1.0,1.0
13899,Manhattan,Private room,199,Room In,4,1.0,1.0
13900,Queens,Private room,43,Private Room,2,1.0,1.0
13901,Queens,Private room,35,Private Room,1,1.0,1.0
13902,Queens,Private room,33,Private Room,1,1.0,1.0
13905,Manhattan,Private room,44,Private Room,2,1.0,1.0
13906,Manhattan,Entire home/apt,246,Entire Unit,2,0.0,1.0
13908,Queens,Entire home/apt,99,Entire Unit,4,2.0,1.0
13909,Manhattan,Private room,125,Entire Unit,2,2.0,1.0
13910,Queens,Entire home/apt,130,Entire Unit,4,2.0,2.0
13911,Brooklyn,Entire home/apt,175,Entire Unit,6,2.0,2.5
13912,Brooklyn,Entire home/apt,99,Entire Unit,4,2.0,1.0
13913,Manhattan,Entire home/apt,200,Entire Unit,2,1.0,1.0
13915,Manhattan,Private room,90,Private Room,2,1.0,1.0
13916,Brooklyn,Private room,56,Private Room,4,1.0,1.5
13919,Brooklyn,Private room,50,Private Room,2,1.0,1.0
13920,Brooklyn,Private room,40,Private Room,2,1.0,1.0
13922,Manhattan,Entire home/apt,250,Entire Unit,2,0.0,1.0
13923,Manhattan,Private room,65,Private Room,2,1.0,1.0
13925,Brooklyn,Entire home/apt,91,Entire Unit,2,1.0,1.0
13927,Manhattan,Shared room,55,Shared Room,1,1.0,1.0
13928,Queens,Private room,45,Private Room,2,1.0,1.0
13929,Manhattan,Entire home/apt,160,Entire Unit,2,1.0,1.0
13931,Brooklyn,Private room,35,Private Room,2,1.0,1.0
13932,Queens,Private room,50,Private Room,2,1.0,1.0
13933,Manhattan,Entire home/apt,225,Entire Unit,2,0.0,1.0
13935,Manhattan,Private room,59,Private Room,1,1.0,1.0
13936,Queens,Private room,60,Private Room,2,1.0,1.0
13942,Brooklyn,Private room,54,Private Room,2,1.0,1.0
13943,Brooklyn,Private room,120,Private Room,1,0.0,1.0
13947,Brooklyn,Entire home/apt,100,Entire Unit,5,3.0,2.0
13948,Manhattan,Entire home/apt,149,Private Room,2,1.0,1.0
13949,Brooklyn,Private room,200,Private Room,6,3.0,1.0
13951,Queens,Shared room,32,Shared Room,2,1.0,1.0
13952,Brooklyn,Entire home/apt,100,Entire Unit,4,1.0,1.0
13954,Brooklyn,Entire home/apt,125,Entire Unit,2,1.0,1.0
13957,Queens,Entire home/apt,89,Entire Unit,5,2.0,1.0
13961,Manhattan,Entire home/apt,70,Entire Unit,4,6.0,1.0
13963,Brooklyn,Entire home/apt,110,Entire Unit,2,1.0,1.0
13966,Manhattan,Entire home/apt,316,Entire Unit,2,1.0,1.0
