,neighbourhood_group,room_type,price,property_type,accommodates,bedrooms,bathrooms
12699,Manhattan,Private room,150,Private Room,4,2.0,1.5
12702,Queens,Private room,48,Private Room,1,1.0,1.0
12706,Bronx,Private room,26,Private Room,2,1.0,1.0
12707,Brooklyn,Entire home/apt,148,Entire Unit,4,2.0,1.0
12709,Brooklyn,Private room,45,Private Room,2,1.0,1.0
12710,Bronx,Entire home/apt,102,Entire Unit,6,2.0,1.0
12711,Manhattan,Private room,100,Private Room,3,1.0,1.0
12715,Queens,Entire home/apt,165,Entire Unit,4,2.0,1.0
12716,Manhattan,Private room,89,Private Room,2,1.0,1.0
12719,Queens,Entire home/apt,159,Entire Unit,3,1.0,1.0
12721,Brooklyn,Private room,69,Private Room,1,1.0,1.0
12725,Brooklyn,Private room,65,Private Room,2,1.0,1.0
12726,Queens,Private room,55,Private Room,2,1.0,1.0
12728,Brooklyn,Private room,52,Private Room,1,1.0,1.0
12729,Brooklyn,Entire home/apt,97,Entire Unit,7,3.0,1.0
12730,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
12731,Manhattan,Private room,179,Room In,4,3.0,1.0
12734,Brooklyn,Entire home/apt,90,Entire Unit,2,0.0,1.0
12735,Brooklyn,Private room,69,Private Room,1,1.0,1.0
12737,Brooklyn,Private room,62,Private Room,1,1.0,1.0
12738,Manhattan,Private room,70,Private Room,1,1.0,1.0
12739,Manhattan,Private room,125,Private Room,2,1.0,1.0
12740,Brooklyn,Entire home/apt,120,Entire Unit,2,1.0,1.0
12741,Brooklyn,Private room,65,Entire Unit,6,3.0,2.0
12743,Queens,Private room,50,Private Room,3,1.0,1.0
12744,Brooklyn,Entire home/apt,100,Entire Unit,2,0.0,1.0
12745,Manhattan,Private room,130,Private Room,2,1.0,1.0
12746,Brooklyn,Entire home/apt,142,Entire Unit,2,2.0,1.0
12748,Brooklyn,Private room,70,Private Room,1,1.0,1.5
12749,Queens,Private room,120,Entire Unit,6,4.0,1.0
12750,Queens,Private room,55,Private Room,2,1.0,1.0
12751,Manhattan,Entire home/apt,150,Shared Room,1,1.0,1.0
12752,Manhattan,Entire home/apt,180,Entire Unit,4,1.0,1.0
12753,Manhattan,Entire home/apt,225,Entire Unit,3,1.0,1.0
12755,Queens,Private room,33,Private Room,1,1.0,2.0
12757,Manhattan,Private room,90,Private Room,2,1.0,1.0
12758,Manhattan,Entire home/apt,200,Entire Unit,3,1.0,1.0
12759,Manhattan,Entire home/apt,129,Entire Unit,4,0.0,1.0
12760,Queens,Private room,80,Entire Unit,2,1.0,1.0
12762,Brooklyn,Private room,85,Private Room,2,1.0,1.0
12764,Queens,Private room,80,Private Room,1,1.0,1.0
12765,Bronx,Private room,38,Private Room,2,1.0,1.0
12766,Manhattan,Entire home/apt,300,Entire Unit,2,1.0,2.0
12768,Brooklyn,Entire home/apt,79,Entire Unit,2,1.0,1.0
12769,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
12771,Queens,Entire home/apt,280,Entire Unit,5,2.0,1.5
12772,Manhattan,Private room,33,Private Room,1,1.0,1.0
12774,Brooklyn,Private room,109,Private Room,2,1.0,2.0
12775,Brooklyn,Private room,95,Private Room,2,1.0,2.0
12776,Brooklyn,Private room,95,Private Room,2,1.0,2.0
12778,Manhattan,Private room,90,Private Room,3,1.0,1.0
12779,Staten Island,Entire home/apt,130,Entire Unit,6,1.0,1.0
12782,Bronx,Private room,45,Private Room,2,1.0,1.0
12784,Manhattan,Private room,50,Private Room,1,1.0,1.0
12785,Brooklyn,Entire home/apt,115,Entire Unit,3,1.0,1.0
12786,Queens,Entire home/apt,80,Private Room,2,1.0,1.0
12787,Manhattan,Entire home/apt,125,Entire Unit,2,1.0,1.0
12788,Queens,Private room,39,Private Room,2,1.0,2.0
12791,Manhattan,Private room,65,Private Room,2,1.0,1.0
12793,Brooklyn,Private room,75,Private Room,2,1.0,2.0
12794,Brooklyn,Private room,79,Private Room,1,1.0,2.0
12795,Brooklyn,Private room,82,Private Room,2,1.0,1.0
12796,Brooklyn,Private room,67,Private Room,2,1.0,2.0
12797,Brooklyn,Private room,67,Private Room,2,1.0,2.0
12799,Manhattan,Private room,140,Private Room,1,1.0,1.0
12800,Brooklyn,Entire home/apt,111,Entire Unit,2,1.0,1.5
12801,Manhattan,Entire home/apt,280,Entire Unit,2,1.0,1.0
12803,Brooklyn,Private room,80,Private Room,2,1.0,2.0
12804,Brooklyn,Private room,70,Private Room,2,1.0,2.0
12805,Brooklyn,Private room,95,Private Room,2,1.0,1.0
12806,Brooklyn,Private room,110,Private Room,2,1.0,1.0
12809,Brooklyn,Private room,60,Private Room,1,1.0,1.5
12812,Brooklyn,Shared room,79,Shared Room,1,1.0,2.0
12814,Bronx,Private room,75,Private Room,1,1.0,1.0
12815,Brooklyn,Entire home/apt,145,Entire Unit,6,2.0,1.0
12816,Manhattan,Entire home/apt,140,Entire Unit,2,1.0,1.0
12818,Brooklyn,Entire home/apt,250,Private Room,7,3.0,1.0
12819,Manhattan,Private room,79,Private Room,2,1.0,2.0
12821,Brooklyn,Entire home/apt,98,Entire Unit,4,1.0,1.0
12822,Brooklyn,Private room,100,Private Room,3,1.0,1.0
12823,Manhattan,Entire home/apt,99,Entire Unit,2,0.0,1.0
12827,Queens,Private room,35,Private Room,2,1.0,2.0
12830,Manhattan,Private room,200,Private Room,2,1.0,1.5
12832,Brooklyn,Private room,55,Private Room,1,1.0,1.0
12833,Brooklyn,Private room,35,Private Room,2,1.0,1.0
12834,Brooklyn,Entire home/apt,189,Entire Unit,2,1.0,1.0
12835,Bronx,Entire home/apt,95,Entire Unit,1,1.0,0.0
12838,Manhattan,Private room,80,Private Room,2,1.0,1.0
12841,Queens,Private room,90,Private Room,2,1.0,1.0
12842,Manhattan,Entire home/apt,135,Entire Unit,2,1.0,1.0
12844,Queens,Private room,45,Private Room,1,1.0,2.0
12845,Brooklyn,Private room,70,Private Room,1,1.0,1.0
12846,Brooklyn,Entire home/apt,165,Entire Unit,2,1.0,1.0
12847,Manhattan,Entire home/apt,185,Entire Unit,2,0.0,1.0
12849,Brooklyn,Entire home/apt,85,Entire Unit,3,1.0,1.0
12857,Brooklyn,Entire home/apt,110,Entire Unit,6,3.0,2.0
12861,Brooklyn,Private room,150,Entire Unit,4,2.0,1.5
12862,Brooklyn,Entire home/apt,110,Entire Unit,4,2.0,1.0
12864,Staten Island,Private room,115,Private Room,2,1.0,1.0
12866,Brooklyn,Private room,50,Private Room,1,1.0,1.0
12867,Brooklyn,Private room,70,Private Room,2,1.0,1.0
12868,Manhattan,Private room,45,Private Room,1,1.0,1.0
12869,Queens,Private room,53,Private Room,1,1.0,1.0
12871,Bronx,Entire home/apt,75,Entire Unit,3,1.0,1.0
12872,Manhattan,Private room,80,Private Room,2,1.0,1.0
12873,Brooklyn,Private room,130,Entire Unit,2,1.0,1.0
12874,Manhattan,Private room,80,Private Room,2,1.0,1.0
12875,Brooklyn,Entire home/apt,85,Entire Unit,3,1.0,1.0
12876,Brooklyn,Private room,76,Private Room,2,1.0,1.0
12877,Manhattan,Private room,50,Private Room,1,1.0,1.0
12878,Bronx,Entire home/apt,132,Entire Unit,6,2.0,1.0
12880,Brooklyn,Entire home/apt,175,Entire Unit,5,2.0,1.0
12882,Brooklyn,Entire home/apt,204,Entire Unit,6,3.0,2.5
12886,Brooklyn,Entire home/apt,135,Entire Unit,4,1.0,1.0
12887,Queens,Private room,80,Private Room,2,1.0,1.0
12888,Brooklyn,Private room,80,Private Room,4,1.0,1.0
12889,Queens,Private room,95,Private Room,2,1.0,1.0
12890,Manhattan,Private room,40,Private Room,2,1.0,1.0
12892,Queens,Private room,40,Private Room,1,1.0,1.0
12893,Brooklyn,Private room,65,Private Room,2,1.0,1.0
12894,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
12895,Manhattan,Private room,120,Private Room,2,1.0,1.0
12897,Bronx,Private room,35,Private Room,1,1.0,1.0
12898,Brooklyn,Private room,56,Private Room,2,1.0,2.0
12899,Manhattan,Private room,98,Private Room,2,1.0,1.0
12900,Bronx,Entire home/apt,75,Entire Unit,2,1.0,1.0
12902,Brooklyn,Private room,65,Private Room,4,1.0,1.0
12903,Brooklyn,Private room,45,Private Room,2,1.0,1.0
12905,Brooklyn,Private room,50,Private Room,1,1.0,1.0
12906,Brooklyn,Private room,60,Private Room,2,1.0,1.0
12907,Manhattan,Entire home/apt,175,Entire Unit,4,2.0,1.0
12908,Queens,Entire home/apt,200,Entire Unit,4,1.0,1.0
12911,Brooklyn,Entire home/apt,113,Entire Unit,4,1.0,1.0
12912,Queens,Private room,80,Private Room,2,1.0,1.0
12916,Manhattan,Private room,90,Private Room,2,1.0,1.0
12918,Manhattan,Private room,85,Private Room,2,1.0,1.0
12919,Brooklyn,Private room,58,Private Room,2,1.0,1.0
12921,Brooklyn,Private room,58,Private Room,2,1.0,1.0
12922,Manhattan,Entire home/apt,140,Entire Unit,3,0.0,1.0
12923,Brooklyn,Entire home/apt,125,Entire Unit,2,1.0,1.0
12924,Queens,Private room,35,Private Room,1,1.0,1.0
12925,Queens,Entire home/apt,159,Entire Unit,3,1.0,1.0
12926,Queens,Private room,99,Private Room,2,1.0,1.0
12932,Manhattan,Entire home/apt,195,Entire Unit,4,0.0,1.5
12933,Queens,Entire home/apt,75,Entire Unit,2,0.0,1.0
12934,Manhattan,Entire home/apt,185,Entire Unit,2,0.0,1.0
12937,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,1.5
12938,Manhattan,Private room,150,Private Room,2,1.0,1.0
12940,Manhattan,Entire home/apt,135,Entire Unit,1,0.0,1.0
12941,Queens,Entire home/apt,100,Entire Unit,5,2.0,1.0
12946,Manhattan,Private room,150,Private Room,1,1.0,1.0
12949,Brooklyn,Entire home/apt,80,Private Room,2,1.0,1.0
12951,Staten Island,Private room,100,Entire Unit,2,1.0,1.0
12952,Manhattan,Entire home/apt,290,Entire Unit,6,2.0,1.5
12953,Queens,Private room,46,Private Room,2,1.0,1.0
12962,Brooklyn,Private room,45,Private Room,2,1.0,1.0
12964,Brooklyn,Entire home/apt,165,Entire Unit,2,1.0,1.0
12966,Queens,Entire home/apt,115,Entire Unit,2,1.0,1.0
12967,Queens,Private room,50,Private Room,2,1.0,1.0
12970,Brooklyn,Entire home/apt,90,Entire Unit,2,1.0,1.0
12971,Brooklyn,Private room,79,Private Room,2,1.0,1.5
12972,Manhattan,Entire home/apt,285,Entire Unit,2,1.0,1.0
12977,Queens,Private room,89,Private Room,2,1.0,1.0
12978,Brooklyn,Entire home/apt,115,Entire Unit,4,1.0,1.0
12980,Brooklyn,Entire home/apt,55,Entire Unit,4,2.0,1.0
12981,Brooklyn,Entire home/apt,170,Entire Unit,3,2.0,1.0
12982,Queens,Entire home/apt,275,Entire Unit,2,0.0,1.0
12984,Manhattan,Private room,90,Private Room,2,1.0,1.0
12985,Brooklyn,Entire home/apt,195,Entire Unit,5,3.0,1.0
12986,Manhattan,Entire home/apt,142,Entire Unit,2,1.0,1.0
12987,Manhattan,Entire home/apt,142,Entire Unit,2,1.0,1.0
12988,Manhattan,Entire home/apt,150,Entire Unit,2,0.0,1.0
12989,Brooklyn,Private room,59,Private Room,2,1.0,1.0
12994,Brooklyn,Private room,55,Private Room,2,1.0,1.0
12995,Queens,Private room,59,Private Room,2,1.0,1.0
12996,Brooklyn,Private room,75,Private Room,2,1.0,1.0
12997,Brooklyn,Private room,65,Private Room,2,1.0,1.0
12998,Brooklyn,Entire home/apt,160,Entire Unit,4,1.0,1.0
12999,Manhattan,Private room,129,Room In,1,1.0,1.0
13000,Manhattan,Entire home/apt,93,Entire Unit,2,0.0,1.0
13001,Brooklyn,Private room,105,Private Room,2,1.0,1.0
13002,Manhattan,Entire home/apt,95,Entire Unit,2,1.0,1.0
13003,Brooklyn,Private room,120,Private Room,1,1.0,1.0
13004,Queens,Private room,120,Private Room,2,1.0,1.0
13006,Brooklyn,Private room,37,Private Room,1,1.0,1.0
13007,Queens,Entire home/apt,125,Entire Unit,3,1.0,1.0
13008,Queens,Private room,80,Private Room,2,1.0,1.0
13009,Queens,Entire home/apt,150,Entire Unit,5,2.0,1.0
13016,Manhattan,Entire home/apt,140,Entire Unit,3,1.0,1.0
13017,Brooklyn,Entire home/apt,175,Entire Unit,2,1.0,1.0
13019,Manhattan,Entire home/apt,175,Entire Unit,2,1.0,1.0
13020,Brooklyn,Private room,50,Private Room,1,1.0,1.0
13021,Queens,Private room,75,Private Room,2,1.0,1.0
13022,Brooklyn,Entire home/apt,300,Entire Unit,7,3.0,1.0
13023,Manhattan,Entire home/apt,330,Entire Unit,2,1.0,1.0
13024,Queens,Private room,85,Private Room,2,1.0,1.0
13026,Queens,Entire home/apt,54,Entire Unit,2,1.0,1.0
13027,Manhattan,Entire home/apt,170,Private Room,2,1.0,1.0
13028,Queens,Private room,55,Entire Unit,2,2.0,1.0
13029,Queens,Private room,33,Private Room,1,1.0,1.0
13030,Brooklyn,Private room,37,Private Room,2,1.0,1.0
13032,Queens,Entire home/apt,185,Entire Unit,4,2.0,1.0
13033,Brooklyn,Private room,86,Private Room,1,1.0,1.0
13036,Staten Island,Private room,36,Private Room,2,1.0,1.0
13037,Manhattan,Private room,120,Private Room,2,1.0,1.0
13038,Queens,Entire home/apt,120,Entire Unit,4,1.0,1.0
13039,Manhattan,Entire home/apt,85,Entire Unit,2,0.0,1.0
13041,Brooklyn,Entire home/apt,136,Entire Unit,6,2.0,1.0
13042,Brooklyn,Entire home/apt,125,Entire Unit,4,1.0,1.0
13044,Bronx,Private room,69,Private Room,2,1.0,1.5
13045,Brooklyn,Entire home/apt,295,Entire Unit,5,2.0,2.0
13046,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
13051,Bronx,Private room,53,Private Room,2,1.0,1.0
13055,Manhattan,Entire home/apt,250,Entire Unit,2,1.0,1.5
13056,Brooklyn,Entire home/apt,185,Entire Unit,4,1.0,1.0
13058,Brooklyn,Private room,150,Private Room,1,1.0,1.0
13059,Queens,Private room,70,Private Room,2,1.0,1.0
13060,Brooklyn,Private room,66,Private Room,2,1.0,1.0
13061,Brooklyn,Private room,65,Private Room,2,1.0,1.0
13062,Brooklyn,Private room,55,Private Room,1,1.0,3.0
13063,Brooklyn,Entire home/apt,210,Entire Unit,5,2.0,1.0
13065,Manhattan,Entire home/apt,150,Entire Unit,4,0.0,1.0
13067,Brooklyn,Entire home/apt,190,Entire Unit,2,1.0,1.0
13068,Brooklyn,Entire home/apt,80,Entire Unit,4,1.0,1.0
13069,Queens,Private room,80,Private Room,1,0.0,1.0
13070,Brooklyn,Entire home/apt,250,Entire Unit,6,2.0,1.0
13074,Queens,Entire home/apt,130,Entire Unit,4,2.0,1.0
13075,Queens,Entire home/apt,51,Entire Unit,2,1.0,1.0
13076,Queens,Entire home/apt,170,Entire Unit,6,3.0,1.0
13077,Brooklyn,Private room,65,Entire Unit,4,0.0,1.0
13080,Brooklyn,Entire home/apt,150,Entire Unit,3,2.0,1.0
13082,Brooklyn,Private room,69,Private Room,2,1.0,1.0
13083,Brooklyn,Entire home/apt,200,Private Room,4,2.0,2.0
13084,Brooklyn,Entire home/apt,75,Entire Unit,5,2.0,1.0
13087,Manhattan,Entire home/apt,140,Entire Unit,2,0.0,1.0
13089,Staten Island,Private room,40,Private Room,2,1.0,1.0
13090,Queens,Private room,55,Private Room,2,1.0,1.0
13091,Manhattan,Entire home/apt,225,Entire Unit,2,1.0,1.0
13093,Manhattan,Private room,36,Private Room,1,1.0,1.0
13096,Brooklyn,Entire home/apt,140,Entire Unit,2,1.0,1.0
13097,Brooklyn,Entire home/apt,104,Entire Unit,2,1.0,1.0
13098,Brooklyn,Entire home/apt,97,Entire Unit,2,1.0,1.0
13099,Brooklyn,Entire home/apt,130,Entire Unit,2,0.0,1.0
13103,Manhattan,Entire home/apt,135,Entire Unit,2,1.0,1.0
13105,Manhattan,Private room,89,Private Room,2,1.0,1.0
13106,Bronx,Private room,69,Private Room,1,1.0,1.0
13110,Brooklyn,Private room,68,Private Room,2,1.0,1.0
13111,Brooklyn,Private room,70,Private Room,2,1.0,1.0
13112,Queens,Private room,95,Private Room,2,1.0,1.0
13114,Brooklyn,Entire home/apt,200,Entire Unit,4,2.0,1.0
13115,Queens,Private room,38,Private Room,1,1.0,2.0
13116,Staten Island,Entire home/apt,65,Entire Unit,4,0.0,1.0
13120,Brooklyn,Private room,60,Private Room,1,1.0,1.0
13121,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
13122,Queens,Entire home/apt,115,Entire Unit,4,1.0,1.0
13124,Manhattan,Private room,72,Private Room,2,1.0,1.0
13125,Brooklyn,Private room,68,Private Room,3,1.0,1.0
13126,Manhattan,Entire home/apt,175,Entire Unit,2,0.0,1.0
13128,Queens,Private room,38,Private Room,1,1.0,2.0
13129,Manhattan,Entire home/apt,76,Entire Unit,4,6.0,1.0
13130,Brooklyn,Private room,50,Private Room,2,1.0,1.0
13133,Queens,Entire home/apt,101,Private Room,2,1.0,1.0
13135,Queens,Private room,80,Private Room,2,1.0,1.0
13136,Queens,Private room,80,Private Room,2,1.0,1.0
13139,Brooklyn,Entire home/apt,120,Entire Unit,6,2.0,1.0
13141,Brooklyn,Entire home/apt,110,Entire Unit,2,1.0,1.0
13143,Queens,Private room,58,Private Room,2,0.0,1.0
13144,Manhattan,Entire home/apt,150,Entire Unit,2,0.0,1.0
13145,Brooklyn,Private room,35,Private Room,2,1.0,1.0
13147,Brooklyn,Entire home/apt,145,Entire Unit,2,1.0,1.0
13149,Queens,Private room,85,Private Room,2,1.0,1.0
13150,Bronx,Entire home/apt,130,Entire Unit,4,1.0,1.0
13151,Queens,Private room,89,Private Room,2,1.0,1.0
13152,Brooklyn,Entire home/apt,122,Entire Unit,4,2.0,1.0
13155,Queens,Private room,86,Private Room,2,1.0,1.0
13156,Brooklyn,Private room,59,Private Room,2,1.0,1.0
13157,Manhattan,Private room,45,Private Room,2,1.0,1.0
13158,Manhattan,Private room,79,Private Room,2,1.0,1.0
13161,Queens,Entire home/apt,60,Entire Unit,7,4.0,3.0
13163,Brooklyn,Private room,85,Private Room,2,1.0,1.0
13165,Manhattan,Entire home/apt,150,Entire Unit,2,2.0,2.0
13166,Queens,Private room,100,Private Room,1,1.0,1.0
13167,Queens,Private room,95,Private Room,1,1.0,1.0
13168,Brooklyn,Entire home/apt,102,Entire Unit,4,1.0,1.0
13169,Brooklyn,Private room,40,Private Room,2,1.0,1.0
13171,Brooklyn,Entire home/apt,115,Entire Unit,4,1.0,1.0
13172,Brooklyn,Private room,109,Private Room,2,1.0,1.0
13173,Brooklyn,Private room,99,Private Room,2,1.0,1.0
13175,Manhattan,Entire home/apt,225,Entire Unit,4,2.0,1.5
13176,Brooklyn,Private room,70,Private Room,2,1.0,1.0
13177,Brooklyn,Entire home/apt,200,Entire Unit,3,1.0,1.0
13180,Queens,Private room,63,Private Room,2,1.0,1.0
13181,Brooklyn,Private room,100,Private Room,1,1.0,1.0
13182,Manhattan,Private room,95,Private Room,2,1.0,1.0
13184,Manhattan,Private room,150,Private Room,2,1.0,1.0
13185,Manhattan,Entire home/apt,250,Entire Unit,4,1.0,1.0
13186,Manhattan,Entire home/apt,260,Entire Unit,6,1.0,1.0
13187,Brooklyn,Private room,85,Private Room,2,1.0,1.0
13189,Bronx,Private room,50,Private Room,1,1.0,1.0
13191,Brooklyn,Entire home/apt,140,Entire Unit,4,1.0,1.0
13193,Brooklyn,Private room,50,Private Room,2,1.0,1.0
13196,Brooklyn,Private room,65,Private Room,2,1.0,1.0
13197,Manhattan,Private room,100,Private Room,2,1.0,1.0
13198,Manhattan,Private room,149,Private Room,2,1.0,1.0
13199,Brooklyn,Private room,75,Private Room,2,1.0,1.0
13203,Manhattan,Private room,149,Private Room,4,1.0,1.0
13204,Bronx,Private room,35,Private Room,2,1.0,1.0
13205,Manhattan,Private room,105,Private Room,2,1.0,1.0
13206,Brooklyn,Entire home/apt,325,Entire Unit,7,4.0,2.5
13208,Brooklyn,Entire home/apt,197,Entire Unit,2,1.0,1.0
13209,Brooklyn,Private room,150,Entire Unit,6,1.0,1.5
13211,Manhattan,Entire home/apt,199,Entire Unit,2,1.0,1.0
13212,Manhattan,Entire home/apt,149,Entire Unit,2,1.0,1.0
13214,Brooklyn,Private room,200,Private Room,2,1.0,1.0
13215,Queens,Private room,55,Private Room,2,1.0,2.0
13216,Brooklyn,Entire home/apt,180,Entire Unit,5,2.0,1.5
13219,Queens,Private room,55,Private Room,2,0.0,2.0
13220,Queens,Private room,60,Private Room,2,1.0,1.0
13221,Brooklyn,Private room,63,Private Room,1,1.0,1.0
13222,Manhattan,Entire home/apt,169,Entire Unit,2,1.0,1.0
13224,Brooklyn,Private room,70,Private Room,2,1.0,1.5
13227,Queens,Private room,180,Private Room,2,1.0,1.0
13228,Queens,Private room,180,Private Room,2,1.0,1.0
13229,Queens,Private room,200,Private Room,2,1.0,1.0
13232,Queens,Private room,40,Private Room,2,1.0,1.0
13233,Bronx,Private room,55,Private Room,2,1.0,1.0
13234,Brooklyn,Entire home/apt,175,Entire Unit,4,1.0,1.0
13236,Queens,Entire home/apt,100,Entire Unit,3,1.0,1.0
13237,Brooklyn,Entire home/apt,110,Entire Unit,4,1.0,1.0
13238,Queens,Private room,50,Private Room,2,1.0,1.0
13239,Brooklyn,Private room,70,Private Room,2,1.0,1.5
13240,Manhattan,Private room,105,Private Room,2,1.0,1.0
13241,Brooklyn,Private room,98,Private Room,4,2.0,1.5
13243,Brooklyn,Entire home/apt,95,Entire Unit,2,1.0,1.0
13244,Queens,Entire home/apt,80,Entire Unit,3,2.0,1.0
13245,Queens,Private room,45,Private Room,2,1.0,1.0
13246,Queens,Entire home/apt,170,Private Room,2,1.0,1.0
13247,Queens,Entire home/apt,100,Entire Unit,4,0.0,1.0
13250,Queens,Private room,50,Private Room,2,1.0,1.0
13252,Brooklyn,Entire home/apt,190,Entire Unit,2,1.0,1.0
13254,Queens,Private room,45,Private Room,2,1.0,1.0
13255,Queens,Private room,120,Private Room,4,2.0,1.0
13256,Queens,Private room,90,Private Room,2,1.0,1.0
13257,Queens,Entire home/apt,64,Entire Unit,4,1.0,1.0
13259,Queens,Private room,120,Private Room,2,1.0,1.0
13260,Brooklyn,Private room,99,Private Room,1,1.0,1.0
13261,Brooklyn,Private room,110,Private Room,2,1.0,1.0
13262,Manhattan,Entire home/apt,225,Entire Unit,6,1.0,2.0
13263,Bronx,Private room,37,Private Room,1,1.0,1.0
13266,Brooklyn,Private room,40,Private Room,2,1.0,2.0
13267,Queens,Private room,44,Private Room,2,1.0,1.0
13268,Brooklyn,Entire home/apt,145,Entire Unit,4,1.0,1.0
13271,Bronx,Private room,45,Private Room,3,1.0,1.0
13272,Bronx,Private room,42,Private Room,1,1.0,1.0
13273,Bronx,Private room,50,Private Room,2,1.0,1.0
13275,Brooklyn,Entire home/apt,195,Entire Unit,5,2.0,1.0
13276,Brooklyn,Entire home/apt,125,Entire Unit,6,1.0,1.0
13277,Queens,Private room,45,Private Room,1,1.0,1.0
13278,Manhattan,Entire home/apt,100,Shared Room,1,1.0,1.0
13279,Brooklyn,Private room,89,Private Room,2,1.0,1.0
13281,Manhattan,Entire home/apt,325,Entire Unit,5,2.0,1.0
13282,Bronx,Private room,100,Private Room,2,1.0,1.5
13283,Brooklyn,Entire home/apt,175,Entire Unit,4,2.0,2.0
13284,Brooklyn,Private room,130,Private Room,1,1.0,1.0
13285,Brooklyn,Entire home/apt,150,Entire Unit,2,0.0,1.0
13286,Brooklyn,Private room,105,Private Room,2,1.0,3.0
13287,Brooklyn,Private room,63,Private Room,1,1.0,1.0
13290,Brooklyn,Private room,40,Private Room,2,1.0,1.0
13291,Brooklyn,Private room,40,Private Room,2,1.0,1.0
13293,Queens,Private room,47,Private Room,2,1.0,1.0
13297,Manhattan,Private room,70,Private Room,2,1.0,1.0
13298,Queens,Entire home/apt,150,Entire Unit,4,2.0,1.0
13299,Manhattan,Private room,120,Private Room,2,1.0,1.0
13301,Queens,Private room,35,Private Room,2,1.0,2.0
13302,Bronx,Private room,65,Private Room,3,1.0,1.0
13303,Bronx,Entire home/apt,60,Entire Unit,2,1.0,1.0
13304,Brooklyn,Entire home/apt,140,Entire Unit,4,1.0,1.0
13306,Brooklyn,Private room,120,Private Room,2,1.0,1.0
13307,Queens,Private room,35,Private Room,1,1.0,1.0
13308,Queens,Entire home/apt,63,Entire Unit,2,1.0,1.0
13309,Manhattan,Entire home/apt,300,Entire Unit,4,2.0,1.0
13312,Queens,Private room,35,Entire Unit,4,2.0,1.0
13313,Manhattan,Entire home/apt,165,Entire Unit,2,1.0,1.0
13314,Brooklyn,Private room,80,Private Room,2,1.0,1.0
13315,Queens,Private room,70,Entire Unit,2,1.0,1.0
13318,Queens,Private room,51,Private Room,2,1.0,1.0
13319,Queens,Entire home/apt,70,Entire Unit,4,1.0,1.0
13323,Brooklyn,Private room,57,Private Room,2,1.0,1.0
13324,Brooklyn,Private room,55,Private Room,1,1.0,1.0
13325,Brooklyn,Private room,55,Private Room,1,1.0,1.0
13327,Brooklyn,Private room,65,Private Room,2,1.0,1.0
13328,Brooklyn,Private room,46,Private Room,1,1.0,2.0
13329,Brooklyn,Private room,57,Private Room,2,1.0,1.0
13330,Brooklyn,Private room,53,Private Room,2,1.0,1.0
13332,Brooklyn,Private room,40,Private Room,2,1.0,1.0
13333,Brooklyn,Private room,60,Private Room,2,1.0,1.0
13334,Manhattan,Entire home/apt,282,Entire Unit,2,0.0,1.0
13335,Manhattan,Private room,90,Private Room,2,1.0,1.0
13336,Bronx,Private room,65,Private Room,3,1.0,1.0
13337,Queens,Private room,55,Private Room,2,1.0,1.0
13338,Brooklyn,Private room,53,Private Room,2,1.0,1.0
13339,Brooklyn,Private room,57,Private Room,2,1.0,1.0
13340,Brooklyn,Private room,57,Private Room,2,1.0,1.0
13341,Brooklyn,Entire home/apt,80,Entire Unit,2,1.0,1.0
13343,Manhattan,Private room,85,Private Room,2,1.0,1.0
13345,Manhattan,Private room,330,Room In,2,1.0,1.0
13349,Brooklyn,Private room,117,Private Room,2,1.0,1.0
13350,Brooklyn,Entire home/apt,160,Entire Unit,4,3.0,1.0
13352,Brooklyn,Entire home/apt,225,Entire Unit,4,1.0,1.0
13353,Brooklyn,Entire home/apt,245,Entire Unit,2,1.0,1.0
13354,Brooklyn,Entire home/apt,185,Entire Unit,6,4.0,2.0
13356,Queens,Entire home/apt,50,Entire Unit,5,2.0,1.0
13357,Manhattan,Entire home/apt,140,Entire Unit,4,1.0,1.0
13359,Queens,Private room,200,Private Room,2,1.0,1.0
13360,Brooklyn,Entire home/apt,99,Entire Unit,4,1.0,2.0
13361,Brooklyn,Private room,90,Private Room,2,1.0,1.0
13362,Brooklyn,Entire home/apt,105,Entire Unit,2,1.0,2.0
13363,Manhattan,Entire home/apt,175,Entire Unit,2,0.0,1.0
13365,Brooklyn,Private room,70,Private Room,1,1.0,1.0
13366,Brooklyn,Private room,46,Private Room,1,1.0,2.0
13367,Queens,Private room,40,Private Room,1,1.0,1.0
13368,Queens,Entire home/apt,72,Entire Unit,3,2.0,1.0
13369,Brooklyn,Private room,100,Private Room,2,1.0,1.0
13371,Brooklyn,Private room,60,Private Room,1,1.0,2.0
13372,Brooklyn,Private room,70,Private Room,1,1.0,2.0
13374,Manhattan,Entire home/apt,175,Entire Unit,4,0.0,1.0
13375,Brooklyn,Private room,30,Private Room,2,1.0,1.0
13377,Queens,Entire home/apt,115,Entire Unit,3,0.0,1.0
13378,Manhattan,Private room,149,Entire Unit,2,1.0,1.0
13379,Brooklyn,Entire home/apt,130,Entire Unit,2,1.0,1.0
