,neighbourhood_group,room_type,property_type,accommodates,bedrooms,bathrooms,log_price
13105,Manhattan,Private room,Private Room,2,1.0,1.0,4.48863636973214
13106,Bronx,Private room,Private Room,1,1.0,1.0,4.23410650459726
13110,Brooklyn,Private room,Private Room,2,1.0,1.0,4.219507705176107
13111,Brooklyn,Private room,Private Room,2,1.0,1.0,4.248495242049359
13112,Queens,Private room,Private Room,2,1.0,1.0,4.553876891600541
13114,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.298317366548036
13115,Queens,Private room,Private Room,1,1.0,2.0,3.6375861597263857
13116,Staten Island,Entire home/apt,Entire Unit,4,0.0,1.0,4.174387269895637
13120,Brooklyn,Private room,Private Room,1,1.0,1.0,4.0943445622221
13121,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
13122,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.74493212836325
13124,Manhattan,Private room,Private Room,2,1.0,1.0,4.276666119016055
13125,Brooklyn,Private room,Private Room,3,1.0,1.0,4.219507705176107
13126,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.1647859739235145
13128,Queens,Private room,Private Room,1,1.0,2.0,3.6375861597263857
13129,Manhattan,Entire home/apt,Entire Unit,4,6.0,1.0,4.330733340286331
13130,Brooklyn,Private room,Private Room,2,1.0,1.0,3.912023005428146
13133,Queens,Entire home/apt,Private Room,2,1.0,1.0,4.61512051684126
13135,Queens,Private room,Private Room,2,1.0,1.0,4.382026634673881
13136,Queens,Private room,Private Room,2,1.0,1.0,4.382026634673881
13139,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,4.787491742782046
13141,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.700480365792417
13143,Queens,Private room,Private Room,2,0.0,1.0,4.060443010546419
13144,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.0106352940962555
13145,Brooklyn,Private room,Private Room,2,1.0,1.0,3.5553480614894135
13147,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.976733742420574
13149,Queens,Private room,Private Room,2,1.0,1.0,4.442651256490317
13150,Bronx,Entire home/apt,Entire Unit,4,1.0,1.0,4.867534450455582
13151,Queens,Private room,Private Room,2,1.0,1.0,4.48863636973214
13152,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.804021044733257
13155,Queens,Private room,Private Room,2,1.0,1.0,4.454347296253507
13156,Brooklyn,Private room,Private Room,2,1.0,1.0,4.07753744390572
13157,Manhattan,Private room,Private Room,2,1.0,1.0,3.8066624897703196
13158,Manhattan,Private room,Private Room,2,1.0,1.0,4.3694478524670215
13161,Queens,Entire home/apt,Entire Unit,7,4.0,3.0,4.0943445622221
13163,Brooklyn,Private room,Private Room,2,1.0,1.0,4.442651256490317
13165,Manhattan,Entire home/apt,Entire Unit,2,2.0,2.0,5.0106352940962555
13166,Queens,Private room,Private Room,1,1.0,1.0,4.605170185988092
13167,Queens,Private room,Private Room,1,1.0,1.0,4.553876891600541
13168,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.624972813284271
13169,Brooklyn,Private room,Private Room,2,1.0,1.0,3.6888794541139363
13171,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.74493212836325
13172,Brooklyn,Private room,Private Room,2,1.0,1.0,4.6913478822291435
13173,Brooklyn,Private room,Private Room,2,1.0,1.0,4.59511985013459
13175,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.5,5.41610040220442
13176,Brooklyn,Private room,Private Room,2,1.0,1.0,4.248495242049359
13177,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.298317366548036
13180,Queens,Private room,Private Room,2,1.0,1.0,4.143134726391533
13181,Brooklyn,Private room,Private Room,1,1.0,1.0,4.605170185988092
13182,Manhattan,Private room,Private Room,2,1.0,1.0,4.553876891600541
13184,Manhattan,Private room,Private Room,2,1.0,1.0,5.0106352940962555
13185,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.521460917862246
13186,Manhattan,Entire home/apt,Entire Unit,6,1.0,1.0,5.560681631015528
13187,Brooklyn,Private room,Private Room,2,1.0,1.0,4.442651256490317
13189,Bronx,Private room,Private Room,1,1.0,1.0,3.912023005428146
13191,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.941642422609304
13193,Brooklyn,Private room,Private Room,2,1.0,1.0,3.912023005428146
13196,Brooklyn,Private room,Private Room,2,1.0,1.0,4.174387269895637
13197,Manhattan,Private room,Private Room,2,1.0,1.0,4.605170185988092
13198,Manhattan,Private room,Private Room,2,1.0,1.0,5.003946305945459
13199,Brooklyn,Private room,Private Room,2,1.0,1.0,4.31748811353631
13203,Manhattan,Private room,Private Room,4,1.0,1.0,5.003946305945459
13204,Bronx,Private room,Private Room,2,1.0,1.0,3.5553480614894135
13205,Manhattan,Private room,Private Room,2,1.0,1.0,4.653960350157523
13206,Brooklyn,Entire home/apt,Entire Unit,7,4.0,2.5,5.783825182329737
13208,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.2832037287379885
13209,Brooklyn,Private room,Entire Unit,6,1.0,1.5,5.0106352940962555
13211,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.293304824724492
13212,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.003946305945459
13214,Brooklyn,Private room,Private Room,2,1.0,1.0,5.298317366548036
13215,Queens,Private room,Private Room,2,1.0,2.0,4.007333185232471
13216,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.5,5.19295685089021
13219,Queens,Private room,Private Room,2,0.0,2.0,4.007333185232471
13220,Queens,Private room,Private Room,2,1.0,1.0,4.0943445622221
13221,Brooklyn,Private room,Private Room,1,1.0,1.0,4.143134726391533
13222,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.1298987149230735
13224,Brooklyn,Private room,Private Room,2,1.0,1.5,4.248495242049359
13227,Queens,Private room,Private Room,2,1.0,1.0,5.19295685089021
13228,Queens,Private room,Private Room,2,1.0,1.0,5.19295685089021
13229,Queens,Private room,Private Room,2,1.0,1.0,5.298317366548036
13232,Queens,Private room,Private Room,2,1.0,1.0,3.6888794541139363
13233,Bronx,Private room,Private Room,2,1.0,1.0,4.007333185232471
13234,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.1647859739235145
13236,Queens,Entire home/apt,Entire Unit,3,1.0,1.0,4.605170185988092
13237,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.700480365792417
13238,Queens,Private room,Private Room,2,1.0,1.0,3.912023005428146
13239,Brooklyn,Private room,Private Room,2,1.0,1.5,4.248495242049359
13240,Manhattan,Private room,Private Room,2,1.0,1.0,4.653960350157523
13241,Brooklyn,Private room,Private Room,4,2.0,1.5,4.584967478670572
13243,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.553876891600541
13244,Queens,Entire home/apt,Entire Unit,3,2.0,1.0,4.382026634673881
13245,Queens,Private room,Private Room,2,1.0,1.0,3.8066624897703196
13246,Queens,Entire home/apt,Private Room,2,1.0,1.0,5.135798437050262
13247,Queens,Entire home/apt,Entire Unit,4,0.0,1.0,4.605170185988092
13250,Queens,Private room,Private Room,2,1.0,1.0,3.912023005428146
13252,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.247024072160486
13254,Queens,Private room,Private Room,2,1.0,1.0,3.8066624897703196
13255,Queens,Private room,Private Room,4,2.0,1.0,4.787491742782046
13256,Queens,Private room,Private Room,2,1.0,1.0,4.499809670330265
13257,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.1588830833596715
13259,Queens,Private room,Private Room,2,1.0,1.0,4.787491742782046
13260,Brooklyn,Private room,Private Room,1,1.0,1.0,4.59511985013459
13261,Brooklyn,Private room,Private Room,2,1.0,1.0,4.700480365792417
13262,Manhattan,Entire home/apt,Entire Unit,6,1.0,2.0,5.41610040220442
13263,Bronx,Private room,Private Room,1,1.0,1.0,3.6109179126442243
13266,Brooklyn,Private room,Private Room,2,1.0,2.0,3.6888794541139363
13267,Queens,Private room,Private Room,2,1.0,1.0,3.784189633918261
13268,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.976733742420574
13271,Bronx,Private room,Private Room,3,1.0,1.0,3.8066624897703196
13272,Bronx,Private room,Private Room,1,1.0,1.0,3.7376696182833684
13273,Bronx,Private room,Private Room,2,1.0,1.0,3.912023005428146
13275,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.272999558563747
13276,Brooklyn,Entire home/apt,Entire Unit,6,1.0,1.0,4.8283137373023015
13277,Queens,Private room,Private Room,1,1.0,1.0,3.8066624897703196
13278,Manhattan,Entire home/apt,Shared Room,1,1.0,1.0,4.605170185988092
13279,Brooklyn,Private room,Private Room,2,1.0,1.0,4.48863636973214
13281,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,5.783825182329737
13282,Bronx,Private room,Private Room,2,1.0,1.5,4.605170185988092
13283,Brooklyn,Entire home/apt,Entire Unit,4,2.0,2.0,5.1647859739235145
13284,Brooklyn,Private room,Private Room,1,1.0,1.0,4.867534450455582
13285,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,5.0106352940962555
13286,Brooklyn,Private room,Private Room,2,1.0,3.0,4.653960350157523
13287,Brooklyn,Private room,Private Room,1,1.0,1.0,4.143134726391533
13290,Brooklyn,Private room,Private Room,2,1.0,1.0,3.6888794541139363
13291,Brooklyn,Private room,Private Room,2,1.0,1.0,3.6888794541139363
13293,Queens,Private room,Private Room,2,1.0,1.0,3.8501476017100584
13297,Manhattan,Private room,Private Room,2,1.0,1.0,4.248495242049359
13298,Queens,Entire home/apt,Entire Unit,4,2.0,1.0,5.0106352940962555
13299,Manhattan,Private room,Private Room,2,1.0,1.0,4.787491742782046
13301,Queens,Private room,Private Room,2,1.0,2.0,3.5553480614894135
13302,Bronx,Private room,Private Room,3,1.0,1.0,4.174387269895637
13303,Bronx,Entire home/apt,Entire Unit,2,1.0,1.0,4.0943445622221
13304,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.941642422609304
13306,Brooklyn,Private room,Private Room,2,1.0,1.0,4.787491742782046
13307,Queens,Private room,Private Room,1,1.0,1.0,3.5553480614894135
13308,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.143134726391533
13309,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,5.703782474656201
13312,Queens,Private room,Entire Unit,4,2.0,1.0,3.5553480614894135
13313,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.10594547390058
13314,Brooklyn,Private room,Private Room,2,1.0,1.0,4.382026634673881
13315,Queens,Private room,Entire Unit,2,1.0,1.0,4.248495242049359
13318,Queens,Private room,Private Room,2,1.0,1.0,3.9318256327243257
13319,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.248495242049359
13323,Brooklyn,Private room,Private Room,2,1.0,1.0,4.04305126783455
13324,Brooklyn,Private room,Private Room,1,1.0,1.0,4.007333185232471
13325,Brooklyn,Private room,Private Room,1,1.0,1.0,4.007333185232471
13327,Brooklyn,Private room,Private Room,2,1.0,1.0,4.174387269895637
13328,Brooklyn,Private room,Private Room,1,1.0,2.0,3.828641396489095
13329,Brooklyn,Private room,Private Room,2,1.0,1.0,4.04305126783455
13330,Brooklyn,Private room,Private Room,2,1.0,1.0,3.970291913552122
13332,Brooklyn,Private room,Private Room,2,1.0,1.0,3.6888794541139363
13333,Brooklyn,Private room,Private Room,2,1.0,1.0,4.0943445622221
13334,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.641907070938114
13335,Manhattan,Private room,Private Room,2,1.0,1.0,4.499809670330265
13336,Bronx,Private room,Private Room,3,1.0,1.0,4.174387269895637
13337,Queens,Private room,Private Room,2,1.0,1.0,4.007333185232471
13338,Brooklyn,Private room,Private Room,2,1.0,1.0,3.970291913552122
13339,Brooklyn,Private room,Private Room,2,1.0,1.0,4.04305126783455
13340,Brooklyn,Private room,Private Room,2,1.0,1.0,4.04305126783455
13341,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.382026634673881
13343,Manhattan,Private room,Private Room,2,1.0,1.0,4.442651256490317
13345,Manhattan,Private room,Room In,2,1.0,1.0,5.799092654460526
13349,Brooklyn,Private room,Private Room,2,1.0,1.0,4.762173934797756
13350,Brooklyn,Entire home/apt,Entire Unit,4,3.0,1.0,5.075173815233827
13352,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.41610040220442
13353,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.501258210544727
13354,Brooklyn,Entire home/apt,Entire Unit,6,4.0,2.0,5.220355825078324
13356,Queens,Entire home/apt,Entire Unit,5,2.0,1.0,3.912023005428146
13357,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.941642422609304
13359,Queens,Private room,Private Room,2,1.0,1.0,5.298317366548036
13360,Brooklyn,Entire home/apt,Entire Unit,4,1.0,2.0,4.59511985013459
13361,Brooklyn,Private room,Private Room,2,1.0,1.0,4.499809670330265
13362,Brooklyn,Entire home/apt,Entire Unit,2,1.0,2.0,4.653960350157523
13363,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.1647859739235145
13365,Brooklyn,Private room,Private Room,1,1.0,1.0,4.248495242049359
13366,Brooklyn,Private room,Private Room,1,1.0,2.0,3.828641396489095
13367,Queens,Private room,Private Room,1,1.0,1.0,3.6888794541139363
13368,Queens,Entire home/apt,Entire Unit,3,2.0,1.0,4.276666119016055
13369,Brooklyn,Private room,Private Room,2,1.0,1.0,4.605170185988092
13371,Brooklyn,Private room,Private Room,1,1.0,2.0,4.0943445622221
13372,Brooklyn,Private room,Private Room,1,1.0,2.0,4.248495242049359
13374,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,5.1647859739235145
13375,Brooklyn,Private room,Private Room,2,1.0,1.0,3.4011973816621555
13377,Queens,Entire home/apt,Entire Unit,3,0.0,1.0,4.74493212836325
13378,Manhattan,Private room,Entire Unit,2,1.0,1.0,5.003946305945459
13379,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
13381,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.219507705176107
13382,Brooklyn,Entire home/apt,Entire Unit,5,2.0,2.0,5.616771097666572
13383,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.521460917862246
13385,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.749392985908253
13387,Brooklyn,Private room,Private Room,1,1.0,1.0,3.912023005428146
13388,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.19295685089021
13389,Bronx,Private room,Private Room,2,1.0,1.0,3.6888794541139363
13390,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.459585514144159
13391,Queens,Private room,Entire Unit,4,2.0,1.0,3.713572066704308
13392,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.787491742782046
13393,Queens,Private room,Private Room,2,1.0,2.0,4.007333185232471
13394,Queens,Shared room,Private Room,2,1.0,1.0,3.9318256327243257
13395,Brooklyn,Private room,Private Room,4,1.0,2.0,4.59511985013459
13396,Queens,Private room,Private Room,1,1.0,1.0,3.4657359027997265
13397,Queens,Private room,Private Room,3,1.0,1.0,3.5553480614894135
13398,Brooklyn,Private room,Private Room,2,1.0,1.0,4.31748811353631
13399,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.1647859739235145
13401,Queens,Private room,Private Room,1,1.0,1.0,3.367295829986474
13402,Brooklyn,Private room,Private Room,2,1.0,1.0,4.499809670330265
13404,Queens,Private room,Private Room,2,1.0,1.0,3.912023005428146
13405,Manhattan,Private room,Private Room,2,1.0,1.0,4.442651256490317
13406,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
13408,Manhattan,Private room,Private Room,2,0.0,1.0,5.1647859739235145
13410,Manhattan,Entire home/apt,Private Room,2,1.0,1.0,4.382026634673881
13412,Brooklyn,Private room,Private Room,2,1.0,1.0,4.248495242049359
13413,Bronx,Entire home/apt,Entire Unit,1,0.0,1.0,4.430816798843313
13415,Brooklyn,Private room,Private Room,2,1.0,2.0,3.871201010907891
13417,Brooklyn,Private room,Private Room,2,1.0,2.0,3.8066624897703196
13418,Brooklyn,Private room,Private Room,2,1.0,2.0,3.912023005428146
13419,Queens,Private room,Private Room,2,1.0,1.0,3.6888794541139363
13421,Queens,Private room,Private Room,3,2.0,2.0,4.174387269895637
13423,Manhattan,Private room,Private Room,1,1.0,1.0,4.174387269895637
13424,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0106352940962555
13425,Brooklyn,Private room,Entire Unit,3,2.0,1.0,4.406719247264253
13426,Brooklyn,Private room,Private Room,2,1.0,1.0,4.382026634673881
13427,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,4.8283137373023015
13428,Manhattan,Private room,Private Room,1,1.0,1.0,3.8066624897703196
13429,Manhattan,Private room,Private Room,1,1.0,1.0,4.941642422609304
13430,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.1647859739235145
13432,Queens,Private room,Private Room,1,1.0,1.0,3.828641396489095
13435,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.1647859739235145
13436,Queens,Private room,Private Room,1,1.0,1.0,4.382026634673881
13437,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.897839799950911
13438,Brooklyn,Private room,Private Room,1,1.0,1.0,4.007333185232471
13439,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.075173815233827
13440,Queens,Entire home/apt,Entire Unit,3,1.0,1.0,4.852030263919617
13441,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,5.521460917862246
13442,Queens,Private room,Private Room,1,1.0,1.0,3.8066624897703196
13443,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.605170185988092
13445,Queens,Private room,Private Room,1,1.0,1.0,4.653960350157523
13446,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.382026634673881
13447,Queens,Private room,Private Room,1,1.0,1.0,4.248495242049359
13448,Bronx,Private room,Private Room,1,1.0,1.0,3.6375861597263857
13449,Manhattan,Entire home/apt,Entire Unit,5,1.0,1.0,5.68697535633982
13450,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
13453,Queens,Private room,Private Room,2,1.0,1.0,4.499809670330265
13454,Queens,Private room,Private Room,2,1.0,2.0,4.219507705176107
13455,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
13456,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.298317366548036
13457,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.3706380281276624
13458,Queens,Private room,Private Room,2,1.0,1.5,5.0106352940962555
13460,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.382026634673881
13461,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,5.1647859739235145
13462,Brooklyn,Private room,Private Room,2,1.0,1.0,4.248495242049359
13463,Brooklyn,Private room,Private Room,1,1.0,1.0,4.499809670330265
13465,Manhattan,Private room,Private Room,2,2.0,1.0,4.74493212836325
13468,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,4.941642422609304
13469,Brooklyn,Entire home/apt,Entire Unit,5,3.0,2.0,5.616771097666572
13470,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.59511985013459
13471,Queens,Private room,Private Room,4,1.0,1.0,4.3694478524670215
13473,Brooklyn,Private room,Private Room,2,0.0,1.0,5.0106352940962555
13474,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.787491742782046
13475,Manhattan,Private room,Private Room,2,1.0,1.0,5.521460917862246
13476,Bronx,Private room,Private Room,2,1.0,1.5,3.871201010907891
13478,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.220355825078324
13479,Manhattan,Private room,Private Room,2,1.0,1.0,3.912023005428146
13485,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.8283137373023015
13486,Queens,Private room,Private Room,2,1.0,1.5,4.465908118654584
13487,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
13488,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.298317366548036
13490,Brooklyn,Private room,Private Room,1,1.0,1.0,4.3694478524670215
13491,Bronx,Entire home/apt,Entire Unit,4,2.0,1.0,4.605170185988092
13492,Brooklyn,Private room,Private Room,2,1.0,1.0,3.970291913552122
13493,Brooklyn,Private room,Private Room,2,1.0,1.0,3.970291913552122
13494,Brooklyn,Private room,Private Room,2,1.0,1.0,3.7612001156935624
13495,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.5,5.0689042022202315
13496,Manhattan,Private room,Private Room,4,0.0,1.0,4.700480365792417
13499,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8066624897703196
13500,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.74493212836325
13502,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.19295685089021
13503,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
13504,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.454347296253507
13506,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.564348191467836
13507,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,5.0106352940962555
13508,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
13509,Brooklyn,Entire home/apt,Entire Unit,6,1.0,1.0,4.499809670330265
13510,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.497168225293202
13511,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.298317366548036
13512,Manhattan,Private room,Private Room,2,1.0,1.0,5.0106352940962555
13513,Brooklyn,Private room,Entire Unit,2,2.0,1.0,4.127134385045092
13515,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.976733742420574
13516,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8066624897703196
13517,Queens,Private room,Private Room,1,1.0,1.0,4.499809670330265
13518,Queens,Private room,Private Room,2,1.0,1.0,4.174387269895637
13520,Brooklyn,Private room,Private Room,2,1.0,2.0,4.0943445622221
13521,Queens,Private room,Private Room,2,1.0,1.0,4.499809670330265
13522,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.477336814478207
13523,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.1647859739235145
13524,Brooklyn,Entire home/apt,Entire Unit,3,0.0,1.0,4.605170185988092
13526,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.499809670330265
13527,Manhattan,Private room,Entire Unit,2,1.0,1.0,4.605170185988092
13528,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8501476017100584
13530,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
13531,Manhattan,Private room,Private Room,2,1.0,1.0,4.189654742026425
13532,Brooklyn,Private room,Private Room,2,1.0,1.0,4.553876891600541
13534,Brooklyn,Entire home/apt,Entire Unit,5,1.0,1.0,5.521460917862246
13540,Brooklyn,Private room,Private Room,1,1.0,1.0,4.584967478670572
13541,Queens,Private room,Private Room,2,1.0,1.0,3.912023005428146
13544,Queens,Private room,Private Room,2,1.0,1.0,3.784189633918261
13545,Brooklyn,Private room,Private Room,1,1.0,1.0,4.3694478524670215
13547,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.556828061699537
13548,Manhattan,Private room,Private Room,1,1.0,1.0,4.04305126783455
13550,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.48863636973214
13552,Brooklyn,Private room,Private Room,2,1.0,0.0,3.8066624897703196
13554,Queens,Private room,Private Room,1,1.0,1.0,3.8918202981106265
13555,Manhattan,Private room,Private Room,2,1.0,1.0,4.442651256490317
13556,Manhattan,Entire home/apt,Shared Room,4,1.0,1.0,5.293304824724492
13557,Queens,Private room,Private Room,2,1.0,1.0,4.174387269895637
13558,Queens,Private room,Private Room,1,1.0,1.0,3.713572066704308
13559,Queens,Private room,Private Room,1,1.0,1.0,4.174387269895637
13561,Manhattan,Private room,Private Room,4,1.0,1.0,5.10594547390058
13563,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
13564,Brooklyn,Private room,Private Room,2,1.0,1.0,4.174387269895637
13565,Queens,Private room,Private Room,2,1.0,1.0,3.8918202981106265
13568,Manhattan,Private room,Room In,4,1.0,1.0,5.796057750765372
13570,Queens,Private room,Private Room,2,1.0,1.0,3.8066624897703196
13571,Brooklyn,Private room,Private Room,1,1.0,1.0,3.8066624897703196
13572,Brooklyn,Private room,Private Room,2,1.0,1.5,3.58351893845611
13574,Queens,Private room,Private Room,2,1.0,1.0,4.174387269895637
13576,Queens,Entire home/apt,Entire Unit,6,2.0,1.0,5.220355825078324
13577,Staten Island,Entire home/apt,Entire Unit,1,0.0,1.0,4.127134385045092
13578,Manhattan,Entire home/apt,Entire Unit,2,0.0,0.0,5.0106352940962555
13582,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
13586,Queens,Private room,Private Room,1,1.0,1.0,3.6635616461296463
13588,Manhattan,Private room,Room In,3,1.0,1.0,5.700443573390687
13589,Brooklyn,Entire home/apt,Entire Unit,3,2.0,1.0,5.0106352940962555
13590,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.41610040220442
13591,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.762173934797756
13592,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,2.995732273553991
13593,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.0106352940962555
13595,Manhattan,Private room,Private Room,6,2.0,1.0,5.68697535633982
13598,Manhattan,Entire home/apt,Entire Unit,1,1.0,1.0,4.787491742782046
13599,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,5.393627546352362
13602,Brooklyn,Private room,Private Room,2,1.0,1.0,4.382026634673881
13603,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.852030263919617
13604,Staten Island,Private room,Private Room,2,1.0,1.0,4.382026634673881
13605,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
13607,Queens,Private room,Private Room,2,1.0,1.0,4.31748811353631
13608,Brooklyn,Private room,Private Room,2,1.0,1.0,3.4339872044851463
13609,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.31748811353631
13610,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
13611,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.298317366548036
13613,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.3471075307174685
13614,Manhattan,Private room,Entire Unit,6,3.0,1.0,4.48863636973214
13615,Manhattan,Private room,Private Room,2,1.0,1.0,4.48863636973214
13616,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.90527477843843
13619,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.499809670330265
13620,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.0943445622221
13621,Brooklyn,Private room,Private Room,2,1.0,1.0,4.442651256490317
13623,Brooklyn,Private room,Private Room,3,1.0,1.0,4.060443010546419
13625,Manhattan,Entire home/apt,Entire Unit,6,0.0,1.0,5.560681631015528
13626,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.290459441148391
13627,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.394449154672439
13628,Brooklyn,Private room,Entire Unit,6,2.0,1.0,4.584967478670572
13630,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.0106352940962555
