id,accommodates,bathrooms_text,bedrooms,beds
6.6159E+17,2,1 private bath,1,1
6.61628E+17,2,1 bath,1,1
6.6163E+17,4,1 bath,1,3
6.61642E+17,4,1 bath,1,3
6.61655E+17,2,1 bath,1,1
6.61673E+17,3,2 shared baths,3,3
6.61707E+17,6,2 baths,2,2
6.61715E+17,2,1 shared bath,1,1
6.61726E+17,6,2 baths,4,5
6.6173E+17,6,2.5 baths,3,3
6.61762E+17,2,1 shared bath,1,1
6.61782E+17,2,1 bath,,1
6.61783E+17,1,1 shared bath,1,1
6.61826E+17,6,1 bath,3,3
6.61847E+17,6,2 baths,3,3
6.61969E+17,2,1 shared bath,1,
6.62063E+17,2,1 shared bath,1,1
6.62116E+17,1,1 shared bath,1,1
6.62153E+17,4,1 bath,2,3
6.62153E+17,2,1 bath,1,1
6.62159E+17,2,1 bath,,1
6.62159E+17,8,2.5 baths,3,4
6.62169E+17,2,1 bath,1,1
6.62173E+17,2,1 bath,2,3
6.62177E+17,4,1 bath,2,3
6.62178E+17,6,1 bath,2,3
6.62195E+17,1,1 private bath,1,1
6.62215E+17,4,1 bath,1,2
6.62226E+17,8,1.5 shared baths,3,3
6.62228E+17,2,1 bath,1,1
6.62241E+17,2,2 shared baths,1,1
6.62294E+17,2,1 shared bath,1,1
6.62307E+17,1,1 shared bath,1,1
6.6231E+17,4,1 bath,1,2
6.62311E+17,1,1 shared bath,1,1
6.62323E+17,2,1 private bath,1,1
6.62323E+17,4,1 bath,1,1
6.62323E+17,1,1 shared bath,1,1
6.62325E+17,10,3 baths,3,5
6.62334E+17,12,3 baths,4,6
6.62347E+17,8,1.5 baths,3,4
6.62408E+17,10,3 baths,4,5
6.62411E+17,5,1 bath,2,2
6.62436E+17,7,2 baths,3,3
6.62443E+17,3,1 bath,1,2
6.62465E+17,4,1 bath,1,1
6.62468E+17,6,1.5 baths,2,3
6.62468E+17,1,1 shared bath,1,1
6.62477E+17,1,1 bath,,1
6.62541E+17,2,1 shared bath,1,1
6.62615E+17,3,2 shared baths,1,1
6.6272E+17,2,1 bath,,1
6.62721E+17,3,1.5 baths,1,1
6.62764E+17,1,1 shared bath,1,1
6.62855E+17,2,1 bath,1,1
6.62862E+17,4,1.5 baths,2,2
6.62874E+17,4,1 bath,2,2
6.62874E+17,4,2 baths,1,1
6.62885E+17,3,1 bath,1,2
6.62899E+17,4,1.5 baths,3,2
6.62908E+17,2,2 baths,1,1
6.62919E+17,2,1 shared bath,1,1
6.62977E+17,8,1.5 baths,4,4
6.63012E+17,2,1 private bath,1,1
6.63059E+17,8,1.5 baths,3,3
6.63063E+17,2,1 shared bath,1,1
6.63085E+17,3,1 bath,1,2
6.63097E+17,2,1 shared bath,1,1
6.63099E+17,2,1 private bath,1,1
6.63103E+17,6,2 baths,3,3
6.63186E+17,2,1 shared bath,1,1
6.63209E+17,2,1 shared bath,1,1
6.63236E+17,9,3.5 baths,5,10
6.63326E+17,2,1 shared bath,1,1
6.6346E+17,2,1 bath,1,1
6.63462E+17,4,2 baths,2,2
6.63568E+17,1,1 shared bath,1,1
6.63577E+17,2,1 bath,,1
6.63584E+17,4,1 shared bath,1,2
6.63595E+17,3,1 bath,1,2
6.63608E+17,2,1 shared bath,1,1
6.63613E+17,2,1 shared bath,1,1
6.63618E+17,2,1 shared bath,1,1
6.6362E+17,8,3 baths,4,4
6.63622E+17,1,1 shared bath,1,1
6.6365E+17,5,1 bath,1,4
6.63661E+17,2,1 bath,1,1
6.6368E+17,2,1 shared bath,1,1
6.63681E+17,2,1 bath,1,1
6.63681E+17,4,1 bath,2,3
6.63685E+17,3,1 bath,1,1
6.63687E+17,2,1 shared bath,1,1
6.63698E+17,2,2 shared baths,1,1
6.63698E+17,2,1 bath,,2
6.63717E+17,1,3 shared baths,1,1
6.63718E+17,1,3 shared baths,1,1
6.63725E+17,2,2 shared baths,1,1
6.63746E+17,3,1 bath,1,1
6.63746E+17,3,1 bath,2,2
6.63749E+17,5,1 bath,2,2
6.63771E+17,5,1 bath,,3
6.63775E+17,2,1 bath,,1
6.63775E+17,2,1 private bath,2,2
6.63799E+17,4,1 bath,1,1
6.63812E+17,2,1 bath,1,1
6.63822E+17,2,1 bath,1,1
6.63834E+17,2,1 bath,1,1
6.63834E+17,4,1 bath,1,1
6.63862E+17,5,1 bath,2,2
6.63895E+17,3,1 bath,1,1
6.63912E+17,3,1 shared bath,1,2
6.63961E+17,2,1.5 baths,1,1
6.64025E+17,5,1.5 baths,3,3
6.64069E+17,2,1 bath,,1
6.64132E+17,2,1 bath,1,1
6.64239E+17,1,1 shared bath,1,1
6.6424E+17,8,1 bath,4,4
6.64256E+17,1,2.5 shared baths,1,1
6.64259E+17,1,1 shared bath,1,1
6.64274E+17,3,1 shared bath,1,1
6.64297E+17,7,1 bath,2,2
6.64315E+17,4,1.5 baths,3,3
6.64333E+17,2,1 bath,1,1
6.64333E+17,2,1 bath,1,1
6.64357E+17,2,1 bath,1,1
6.64361E+17,4,1 bath,1,1
6.64376E+17,2,1 bath,,1
6.64391E+17,1,1 bath,1,1
6.64394E+17,4,1 bath,3,3
6.64397E+17,2,1 bath,1,1
6.64407E+17,2,1 bath,1,1
6.64426E+17,2,1 shared bath,1,1
6.64443E+17,2,1 bath,1,1
6.64454E+17,2,1 bath,,1
6.64474E+17,1,1 shared bath,1,1
6.64481E+17,4,2.5 baths,2,2
6.64498E+17,2,1 bath,1,1
6.64513E+17,9,5 baths,5,5
6.64559E+17,1,1 shared bath,1,1
6.64573E+17,2,1.5 baths,1,2
6.64579E+17,2,1 bath,1,1
6.64588E+17,5,1 bath,2,3
6.64614E+17,2,1.5 baths,1,1
6.64633E+17,2,1 bath,1,1
6.64636E+17,6,2.5 baths,3,6
6.64637E+17,6,2 baths,3,4
6.64653E+17,3,1 bath,1,2
6.64663E+17,2,1 shared bath,1,1
6.64695E+17,2,1 shared bath,1,1
6.64846E+17,2,1 private bath,1,1
6.64855E+17,2,1 shared bath,1,1
6.64912E+17,1,1 shared bath,1,1
6.64918E+17,2,1 bath,1,1
6.64945E+17,2,1 bath,1,1
6.65019E+17,16,1.5 baths,2,3
6.65063E+17,4,1 bath,,2
6.65068E+17,6,1 bath,3,3
6.65075E+17,4,2 baths,2,2
6.65097E+17,6,1 bath,3,3
6.65121E+17,2,1 bath,1,1
6.65139E+17,1,1 shared bath,1,1
6.65156E+17,2,1 shared bath,1,1
6.65156E+17,8,2.5 baths,3,4
6.65164E+17,3,1 bath,2,1
6.65181E+17,10,2 baths,3,6
6.65184E+17,6,1 bath,2,2
6.65194E+17,1,1 bath,,1
6.65214E+17,2,1 bath,1,1
6.65214E+17,2,1 private bath,1,1
6.65216E+17,2,2 shared baths,1,1
6.65229E+17,5,2 shared baths,1,2
6.65249E+17,4,1 bath,1,1
6.65262E+17,2,1 bath,1,1
6.6531E+17,2,1.5 shared baths,1,1
6.65315E+17,4,1 bath,1,2
6.65386E+17,2,1 bath,1,1
6.65404E+17,4,1.5 baths,1,1
6.65409E+17,4,1 bath,3,3
6.6542E+17,1,1 shared bath,1,1
6.65445E+17,2,1 bath,1,1
6.65477E+17,1,1 shared bath,1,1
6.65485E+17,1,1 bath,1,1
6.65548E+17,2,1 bath,1,1
6.65626E+17,2,1 shared bath,1,1
6.65647E+17,2,1 bath,,1
6.65672E+17,4,2 baths,2,2
6.65683E+17,2,1 bath,1,2
6.65712E+17,1,1 shared bath,1,1
6.65726E+17,4,1 bath,1,1
6.65763E+17,2,1 bath,1,1
6.65773E+17,2,1 shared bath,1,1
6.65776E+17,2,1 bath,1,1
6.65822E+17,2,1 shared bath,1,1
6.65824E+17,2,1 shared bath,1,1
6.65835E+17,2,1 bath,1,1
6.65858E+17,4,1 shared bath,1,2
6.6588E+17,2,1 bath,1,1
6.65881E+17,3,1 shared bath,1,2
6.65901E+17,6,1 bath,2,3
6.65928E+17,3,1 bath,1,1
6.65938E+17,2,1 bath,1,1
6.6594E+17,1,2 shared baths,1,2
6.65952E+17,4,1 bath,1,1
6.65957E+17,1,1 shared bath,1,1
6.65969E+17,1,2 shared baths,1,2
6.6597E+17,3,1 shared bath,1,2
6.65981E+17,4,1 shared bath,1,2
6.66023E+17,2,1 bath,,1
6.6604E+17,3,1 private bath,1,2
6.66062E+17,6,1 bath,3,3
6.66146E+17,6,2 baths,2,3
6.66146E+17,14,2 baths,5,9
6.66177E+17,4,1 bath,2,2
6.66212E+17,2,1 private bath,1,1
6.66241E+17,2,1 bath,1,2
6.66452E+17,2,1 shared bath,2,2
6.66482E+17,2,1 bath,,1
6.66546E+17,2,1 shared bath,1,2
6.66548E+17,1,1 shared bath,1,3
6.66554E+17,2,1 shared bath,1,1
6.66571E+17,2,1 bath,1,1
6.66605E+17,2,1 private bath,1,1
6.66647E+17,4,1 bath,1,2
6.66654E+17,3,1 bath,2,2
6.66665E+17,6,2 baths,3,4
6.66688E+17,2,1 bath,,1
6.66705E+17,1,2 shared baths,1,1
6.6671E+17,1,1 private bath,1,1
6.66721E+17,2,1 shared bath,1,1
6.66728E+17,1,1 shared bath,1,1
6.66758E+17,2,1 bath,1,1
6.66851E+17,3,1 bath,,1
6.66901E+17,2,1 bath,1,1
6.66928E+17,2,1 bath,1,1
6.67009E+17,3,1 bath,1,1
6.6707E+17,2,1 bath,1,1
6.67193E+17,1,1 private bath,1,1
6.67208E+17,2,1.5 baths,1,1
6.67241E+17,4,1 bath,2,2
6.67254E+17,6,2 baths,3,3
6.67261E+17,4,1 bath,1,2
6.67266E+17,5,1 bath,2,2
6.67267E+17,1,1 shared bath,1,1
6.67271E+17,4,1 bath,1,2
6.67301E+17,2,1 shared bath,1,1
6.67301E+17,2,1 bath,1,1
6.67316E+17,4,1 bath,2,1
6.67323E+17,5,1 bath,1,3
6.67328E+17,4,1 bath,1,2
6.67342E+17,1,1 bath,1,1
6.67348E+17,2,1 bath,1,1
6.67356E+17,6,2.5 baths,4,5
6.67358E+17,2,1 bath,1,1
6.6737E+17,2,1 private bath,1,1
6.6738E+17,2,1 bath,1,1
6.67446E+17,2,1 bath,1,1
6.67446E+17,2,1 bath,1,1
6.67448E+17,2,1 shared bath,1,1
6.67453E+17,3,1 bath,1,1
6.67494E+17,1,1 shared bath,1,1
6.67498E+17,4,1 bath,2,2
6.67504E+17,2,1 shared bath,1,2
6.67532E+17,2,1 bath,,1
6.6754E+17,2,1 bath,,1
6.67586E+17,2,1 private bath,1,1
6.67658E+17,3,1 bath,1,1
6.67674E+17,4,1 bath,4,4
6.67682E+17,6,2 baths,3,3
6.67752E+17,1,1 private bath,1,2
6.67917E+17,2,1 bath,1,1
6.67962E+17,3,1 bath,1,2
6.67963E+17,2,1 bath,1,2
6.67965E+17,1,1 private bath,1,1
6.67996E+17,3,1 bath,1,1
6.68016E+17,2,1 bath,1,3
6.68033E+17,4,1 private bath,1,2
6.68053E+17,10,2 baths,3,4
6.68066E+17,1,1 shared bath,1,1
6.6807E+17,1,1 bath,1,1
6.68073E+17,6,1 bath,2,2
6.68074E+17,1,1 shared bath,,1
6.68101E+17,2,1 bath,1,1
6.68103E+17,2,1 bath,,1
6.68108E+17,2,1 bath,1,1
6.68145E+17,2,1 bath,1,1
6.68182E+17,4,1 bath,2,2
6.68185E+17,2,1 private bath,1,1
6.68205E+17,2,1 shared bath,1,1
6.68223E+17,2,2 baths,1,1
6.68239E+17,4,1 bath,2,2
6.68247E+17,3,1 bath,1,2
6.68266E+17,2,1 private bath,,1
6.68291E+17,2,1 bath,1,1
6.68295E+17,6,2 baths,3,3
6.68306E+17,2,1 bath,1,1
6.68307E+17,2,1 bath,1,1
6.68323E+17,6,1 bath,2,3
6.68334E+17,2,1.5 baths,1,1
6.68337E+17,4,1 bath,1,2
6.68337E+17,4,1 bath,2,2
6.68343E+17,2,2 shared baths,1,1
6.68365E+17,4,1 bath,2,2
6.68443E+17,2,1 shared bath,3,1
6.68645E+17,2,1 bath,1,1
6.68657E+17,1,1 shared bath,1,1
6.68659E+17,4,1 bath,1,1
6.68665E+17,2,1 shared bath,1,2
6.68684E+17,5,1 bath,2,3
6.68701E+17,1,1 shared bath,1,1
6.68703E+17,2,1 bath,1,1
6.68718E+17,4,1 bath,1,1
6.6872E+17,3,1 shared bath,2,4
6.6875E+17,1,1 shared bath,1,1
6.68771E+17,3,1 bath,,1
6.68783E+17,2,1 bath,,1
6.68784E+17,2,1 bath,1,1
6.68812E+17,15,Half-bath,,1
6.68836E+17,15,Half-bath,,2
6.68839E+17,1,1 private bath,1,1
6.68853E+17,2,1 bath,1,1
6.68857E+17,4,2.5 baths,2,2
6.68902E+17,12,5 baths,5,6
6.68912E+17,3,1 bath,1,1
6.68916E+17,2,1 bath,1,1
6.68924E+17,2,1 bath,1,1
6.68935E+17,2,1 bath,,1
6.68992E+17,2,1 bath,,1
6.69014E+17,1,1 shared bath,1,1
6.69038E+17,7,3 baths,3,3
6.69058E+17,5,1 bath,2,2
6.69065E+17,2,2 shared baths,1,1
6.69125E+17,5,1 private bath,1,3
6.69172E+17,2,1 shared bath,1,1
6.6919E+17,2,1 shared bath,1,1
6.69204E+17,4,2 baths,2,2
6.69306E+17,2,1 bath,1,1
6.69317E+17,2,1 bath,1,1
6.69324E+17,4,1 bath,1,1
6.69377E+17,2,1 bath,1,1
6.69389E+17,2,1 shared bath,1,1
6.69403E+17,5,1 bath,2,3
6.69435E+17,6,1 bath,2,3
6.69458E+17,2,2 shared baths,1,1
6.69462E+17,3,1 bath,1,1
6.69469E+17,2,1 shared bath,1,1
6.69476E+17,2,1 shared bath,1,1
6.69486E+17,7,1.5 baths,2,3
6.69488E+17,2,1 bath,,1
6.69491E+17,4,1 bath,2,3
6.69497E+17,4,1 bath,1,1
6.69502E+17,5,1 bath,1,2
6.69509E+17,2,1 shared bath,1,1
6.69515E+17,5,1 bath,2,3
6.69517E+17,2,1 bath,1,1
6.6952E+17,2,1 bath,1,1
6.69528E+17,6,1 bath,2,2
6.6954E+17,4,1 bath,1,2
6.69545E+17,8,2 baths,3,6
6.69568E+17,3,1 shared bath,1,1
6.6957E+17,6,2 baths,3,5
6.69583E+17,4,2 baths,2,3
6.69587E+17,4,1 bath,2,2
6.69589E+17,4,1 bath,2,2
6.69642E+17,4,1 bath,1,2
6.69655E+17,2,1 bath,1,1
6.69671E+17,2,1 shared bath,1,1
6.69708E+17,2,1 bath,1,2
6.69721E+17,6,1.5 baths,3,3
6.69726E+17,2,2 shared baths,1,1
6.6975E+17,2,1 bath,1,2
6.69815E+17,5,2 baths,2,3
6.69816E+17,6,1 bath,1,3
6.69839E+17,1,1 shared bath,1,1
6.69857E+17,1,1 shared bath,1,1
6.69882E+17,5,1 bath,2,2
6.69975E+17,2,1 bath,1,1
6.69976E+17,6,2 baths,3,3
6.70019E+17,2,1 shared bath,1,1
6.70038E+17,2,1 bath,1,1
6.70043E+17,2,1 shared bath,1,1
6.70053E+17,2,2 shared baths,1,1
6.70068E+17,2,1 bath,1,1
6.70071E+17,2,2 shared baths,1,1
6.70076E+17,2,2 shared baths,1,1
6.70081E+17,2,2 shared baths,1,1
6.70083E+17,2,1 bath,1,1
6.70087E+17,4,2 shared baths,1,2
6.70092E+17,2,2 shared baths,1,1
6.70102E+17,3,1 bath,1,1
6.70113E+17,5,1 bath,2,2
6.70122E+17,4,1 bath,1,1
6.70147E+17,5,1 bath,2,3
6.70149E+17,4,1 bath,2,3
6.70162E+17,2,1 shared bath,1,1
6.70166E+17,4,1 bath,2,3
6.7017E+17,3,1 bath,1,1
6.7019E+17,5,1 bath,1,1
6.7019E+17,2,2 baths,1,1
6.70206E+17,1,1 shared bath,1,1
6.7022E+17,2,1 private bath,1,1
6.70231E+17,4,2 baths,2,2
6.7024E+17,6,1 bath,3,3
6.70254E+17,1,1 shared bath,1,1
6.70258E+17,2,1 bath,1,1
6.7029E+17,2,1 shared bath,1,1
6.70292E+17,2,1 bath,,1
6.70294E+17,2,1 bath,1,1
6.70319E+17,2,1 shared bath,1,1
6.70325E+17,2,2 baths,2,2
6.70325E+17,7,2 baths,3,3
6.7033E+17,2,1 shared bath,1,1
6.70344E+17,4,1 shared bath,1,1
6.70347E+17,4,1 bath,1,1
6.70376E+17,2,1 bath,1,1
6.70381E+17,16,Half-bath,1,4
6.70387E+17,2,1 private bath,1,1
6.70401E+17,2,1 bath,1,1
6.70433E+17,2,1.5 baths,1,1
6.70493E+17,3,1 private bath,1,1
6.70509E+17,4,1 bath,1,2
6.70529E+17,1,1 shared bath,1,1
6.70544E+17,2,1 shared bath,1,1
6.7055E+17,4,1 bath,2,2
6.70578E+17,2,1 shared bath,1,1
6.70695E+17,2,1 bath,1,
6.70721E+17,2,1 bath,1,1
6.70722E+17,1,1 shared bath,1,1
6.70732E+17,2,1 bath,1,1
6.7076E+17,3,1 bath,1,1
6.7076E+17,3,2 baths,1,1
6.70783E+17,7,1 bath,3,4
6.70797E+17,4,2 baths,2,2
6.7087E+17,4,2 baths,3,3
6.70871E+17,2,1 bath,1,1
6.70929E+17,2,1 bath,1,1
6.70936E+17,2,1 shared bath,1,1
6.70984E+17,4,1 bath,1,2
6.70989E+17,4,1 bath,2,3
6.71005E+17,2,1 shared bath,1,1
6.71008E+17,10,1 bath,2,5
6.71013E+17,1,1 shared bath,1,1
6.71019E+17,2,1 shared bath,1,1
6.71035E+17,7,1 bath,3,5
6.71054E+17,2,1 bath,1,1
6.71068E+17,2,2 shared baths,1,2
6.71088E+17,4,1 bath,1,1
6.7109E+17,4,1 bath,1,2
6.71093E+17,4,2 baths,2,2
6.71108E+17,2,2 shared baths,1,2
6.71124E+17,2,1.5 shared baths,1,1
6.71124E+17,6,1 bath,3,3
6.71131E+17,1,1 shared bath,1,1
6.71147E+17,3,1 bath,2,3
6.71188E+17,4,1 bath,2,2
6.71192E+17,1,1 shared bath,1,1
6.71198E+17,5,1 bath,1,6
6.71198E+17,4,1 bath,2,2
6.71249E+17,2,1 shared bath,1,1
6.71333E+17,3,1 bath,1,2
6.71363E+17,2,1 bath,,1
6.71371E+17,2,1.5 shared baths,1,1
6.71472E+17,1,1.5 shared baths,1,1
6.71525E+17,4,1 bath,2,2
6.71544E+17,2,1 bath,1,1
6.71561E+17,4,1 bath,3,2
6.71564E+17,2,1.5 shared baths,1,1
6.71574E+17,1,1.5 shared baths,1,1
6.71578E+17,1,1.5 shared baths,1,1
6.71619E+17,2,1 private bath,1,1
6.71619E+17,4,2 baths,2,2
6.71622E+17,4,2 baths,2,2
6.71651E+17,2,1 shared bath,1,1
6.71658E+17,8,2.5 baths,4,5
6.71663E+17,1,1 shared bath,1,1
6.71687E+17,2,1 bath,1,1
6.71717E+17,5,2 baths,2,2
6.7172E+17,4,1 bath,2,3
6.71722E+17,2,1 shared bath,1,1
6.71732E+17,3,1 bath,,1
6.71746E+17,5,1.5 baths,3,3
6.71752E+17,2,1 bath,1,1
6.71757E+17,4,1 bath,1,1
6.71768E+17,2,1 bath,1,2
6.71832E+17,1,1.5 shared baths,1,1
6.71836E+17,1,1 shared bath,1,1
6.71846E+17,1,1 shared bath,1,1
6.71852E+17,4,1 bath,2,1
6.71898E+17,2,1 bath,1,1
6.719E+17,1,1 shared bath,1,1
6.71905E+17,2,1 shared bath,1,1
6.71932E+17,4,1.5 baths,1,1
6.72223E+17,1,1 bath,1,1
6.72289E+17,4,1 bath,1,1
6.72291E+17,3,1 bath,1,1
6.72296E+17,2,1 bath,1,2
6.72321E+17,2,1 bath,1,1
6.72336E+17,2,1 private bath,1,1
6.72363E+17,6,1.5 baths,3,3
6.72392E+17,2,1 bath,1,2
6.724E+17,2,1 bath,1,1
6.72404E+17,4,2 baths,2,2
6.72457E+17,2,1 shared bath,1,2
6.7246E+17,2,1 shared bath,1,1
6.7246E+17,2,1 shared bath,1,1
6.72467E+17,2,1 shared bath,1,1
6.72486E+17,2,1 bath,1,1
6.72522E+17,2,1 private bath,1,2
6.72527E+17,4,1 private bath,1,1
6.72585E+17,2,1 bath,1,1
6.72613E+17,4,1.5 baths,1,1
6.72649E+17,6,2 baths,3,3
6.72655E+17,2,1 private bath,1,1
6.7268E+17,3,1 shared bath,1,1
6.7269E+17,2,1 shared bath,1,1
6.72794E+17,4,1 bath,1,1
6.72988E+17,2,1 bath,1,1
6.73003E+17,2,1 private bath,1,1
6.73018E+17,2,1 bath,1,1
6.73024E+17,4,1 bath,2,2
6.73031E+17,2,1 private bath,1,1
6.73036E+17,2,1 private bath,1,2
6.73039E+17,5,1 bath,2,2
6.73041E+17,2,1 bath,1,1
6.73045E+17,5,1 bath,2,4
6.73049E+17,3,1 bath,1,1
6.73065E+17,4,2 baths,2,3
6.73066E+17,1,1 private bath,1,1
6.73087E+17,1,1 shared bath,1,1
6.73103E+17,2,1 bath,1,1
6.73121E+17,2,1 bath,1,1
6.73172E+17,1,1 shared bath,1,1
6.73177E+17,4,2 baths,2,2
6.73207E+17,6,2 baths,3,3
6.73211E+17,1,1 shared bath,1,1
6.73214E+17,2,1 shared bath,1,1
6.73227E+17,5,2 baths,3,4
6.73228E+17,2,1 bath,1,1
6.73274E+17,1,1 shared bath,1,1
6.73274E+17,2,1 bath,1,1
6.73277E+17,4,1 bath,2,3
6.73302E+17,4,1 bath,2,3
6.73327E+17,2,1 bath,1,2
6.73329E+17,3,1 bath,2,2
6.73332E+17,6,1 bath,2,3
6.7334E+17,4,1 bath,1,2
6.73371E+17,7,2 baths,4,5
6.73429E+17,6,1 bath,1,3
6.73455E+17,1,1 private bath,1,1
6.73529E+17,6,1 bath,2,2
6.7356E+17,5,1 bath,2,4
6.73656E+17,2,1 shared bath,1,1
6.73667E+17,5,2 baths,3,4
6.73723E+17,2,1 bath,1,1
6.73736E+17,2,1 bath,1,1
6.73759E+17,4,1 bath,1,2
6.73763E+17,2,1 private bath,1,1
6.73766E+17,3,1 bath,1,1
6.73775E+17,2,1 private bath,,1
6.73785E+17,2,1 private bath,1,1
6.73787E+17,3,1 private bath,1,1
6.73787E+17,2,1 private bath,1,1
6.73799E+17,4,1 bath,1,3
6.738E+17,2,1 bath,1,1
6.73804E+17,2,2 shared baths,1,1
6.73811E+17,4,1 shared bath,1,1
6.73811E+17,2,1 shared bath,1,1
6.73811E+17,2,1 shared bath,1,1
6.73811E+17,1,1 shared bath,1,1
6.73819E+17,4,1 bath,1,1
6.73832E+17,2,1 bath,1,1
6.73833E+17,2,1 bath,1,1
6.73843E+17,10,1 private bath,3,4
6.73853E+17,4,1 bath,2,2
6.73853E+17,3,1.5 baths,1,2
6.73864E+17,2,1 shared bath,1,1
6.73866E+17,1,1 shared bath,1,1
6.73872E+17,4,1 bath,,2
6.73873E+17,2,1 shared bath,1,1
6.73875E+17,2,1 private bath,1,1
6.7389E+17,3,1 bath,2,2
6.73892E+17,2,1 shared bath,1,1
6.7391E+17,2,1 bath,1,1
6.73915E+17,2,1 bath,1,1
6.73929E+17,2,1 private bath,1,1
6.7393E+17,2,1 private bath,1,1
6.73938E+17,1,2 shared baths,1,1
6.73939E+17,4,1 bath,2,2
6.73945E+17,4,1 bath,2,3
6.73955E+17,2,1 shared bath,1,1
6.74001E+17,6,1 bath,2,3
6.74009E+17,6,2 baths,2,2
6.7401E+17,6,2 baths,2,2
6.74031E+17,6,2 baths,2,2
6.74044E+17,3,1 private bath,1,2
6.74062E+17,4,1 bath,1,1
6.74067E+17,1,2 shared baths,1,1
6.74078E+17,3,1 bath,,1
6.74117E+17,6,1 bath,2,2
6.7413E+17,4,1 bath,1,3
6.74132E+17,4,1 shared bath,1,2
6.74133E+17,4,1 bath,1,2
6.7414E+17,4,1 private bath,1,2
6.74142E+17,2,1 shared bath,1,1
6.74143E+17,6,1 private bath,2,3
6.74181E+17,4,1 bath,2,3
6.74225E+17,2,1 shared bath,1,1
6.74275E+17,2,1 private bath,1,2
6.74341E+17,2,1 bath,1,1
6.74342E+17,1,1.5 shared baths,1,1
6.74356E+17,2,1 bath,1,1
6.74356E+17,4,1 bath,1,
6.74382E+17,4,1 bath,1,1
6.74452E+17,7,1 bath,3,3
6.74453E+17,4,1 bath,1,
6.74454E+17,4,1 bath,2,2
6.74462E+17,8,2 baths,4,6
6.74498E+17,2,1 bath,1,1
6.74503E+17,5,2 baths,2,2
6.74525E+17,8,2.5 baths,3,6
6.74532E+17,5,1 bath,3,2
6.74541E+17,6,1 bath,2,3
6.74544E+17,2,1 bath,1,1
6.74574E+17,4,1.5 baths,3,3
6.74588E+17,2,1 bath,1,3
6.74588E+17,6,2 baths,1,6
6.74591E+17,1,1 shared bath,1,1
6.74629E+17,6,1 bath,2,2
6.74629E+17,2,1 bath,1,1
6.74642E+17,4,1 private bath,,1
6.74652E+17,2,1 bath,1,1
6.7471E+17,1,1.5 shared baths,1,1
6.74722E+17,4,1 private bath,1,2
6.74726E+17,2,1 shared bath,1,1
6.7474E+17,6,3 baths,3,4
6.74752E+17,2,1 bath,1,2
6.74773E+17,2,1 shared bath,1,1
6.74783E+17,4,1 bath,1,2
6.74797E+17,4,1 bath,1,2
6.74805E+17,2,1 private bath,1,1
6.74814E+17,1,1 shared bath,1,1
6.749E+17,2,1 bath,1,1
6.74947E+17,3,1 bath,1,1
6.7497E+17,1,1 shared bath,1,1
6.75047E+17,8,1 bath,3,3
6.75147E+17,2,1 bath,1,1
6.75214E+17,1,1 shared bath,1,1
6.75275E+17,10,1 bath,4,4
6.75418E+17,1,1 shared bath,3,1
6.7549E+17,4,1 bath,1,2
6.75514E+17,4,1 bath,2,2
6.75542E+17,2,1 shared bath,1,1
6.75552E+17,2,1 bath,1,1
6.75625E+17,2,1 bath,1,1
6.75637E+17,6,1 bath,2,2
6.75646E+17,1,2 shared baths,1,1
6.75733E+17,2,1 shared bath,1,1
6.75746E+17,1,1 shared bath,1,1
6.75762E+17,10,3 baths,4,5
6.75765E+17,2,1 shared bath,2,2
6.75846E+17,2,1 bath,1,1
6.75872E+17,6,1.5 baths,3,3
6.75886E+17,2,1 bath,1,1
6.75891E+17,2,1 bath,1,1
6.75895E+17,2,1 bath,1,1
6.7591E+17,12,3 baths,5,7
6.7594E+17,2,1 private bath,1,1
6.75959E+17,4,2 baths,2,2
6.7598E+17,15,3 baths,5,6
6.76062E+17,3,1 private bath,1,1
6.76079E+17,3,1.5 baths,1,2
6.76082E+17,5,1 bath,3,3
6.7609E+17,2,1 bath,1,1
6.76097E+17,6,1 bath,2,2
6.76098E+17,9,2.5 baths,4,7
6.76157E+17,1,1 private bath,1,1
6.76171E+17,5,1 bath,2,2
6.76207E+17,6,2 baths,3,2
6.76252E+17,6,4 baths,4,4
6.76256E+17,7,1 bath,3,3
6.76272E+17,2,1 private bath,1,1
6.76286E+17,2,1 bath,1,1
6.76304E+17,4,2 baths,3,4
6.76326E+17,1,1 bath,,1
6.76648E+17,2,1 shared bath,1,1
6.76652E+17,2,1 private bath,1,1
6.76685E+17,8,2 baths,3,4
6.76688E+17,2,1 bath,2,2
6.76689E+17,1,1 shared bath,1,1
6.7669E+17,2,1 bath,2,2
6.76691E+17,1,1 bath,,1
6.76702E+17,4,1 bath,1,1
6.76706E+17,3,1 bath,1,1
6.76709E+17,4,1 bath,1,2
6.76722E+17,2,1.5 baths,1,1
6.76732E+17,7,1 bath,3,3
6.76765E+17,1,1 shared bath,1,1
6.76774E+17,3,1 bath,1,1
6.76778E+17,2,1 bath,1,1
6.7681E+17,1,1 shared bath,1,1
6.76872E+17,1,1.5 shared baths,3,1
6.76956E+17,3,2 baths,2,2
6.7701E+17,4,1 bath,1,2
6.77064E+17,2,1 bath,1,1
6.77152E+17,5,1.5 baths,3,3
6.77332E+17,5,1 bath,2,2
6.77408E+17,5,2 baths,2,2
6.77409E+17,2,1 bath,1,1
6.7743E+17,4,1 bath,1,1
6.77444E+17,2,1 bath,1,1
